paragraph_id,proposition_id,n_triples,triple_combined_similarity,qa_combined_similarity
1240,19272,5,0.974835,0.956563
1240,19275,4,0.937143,0.917288
1240,19274,5,1.000000,0.932452
1241,19276,3,1.000000,0.938965
1241,19279,2,1.000000,0.772699
1241,19277,3,0.982236,0.772756
1241,19281,2,0.971235,0.749861
1241,19280,3,0.968657,0.760084
1241,19278,5,0.997187,0.843664
1241,19285,2,0.976173,0.835916
1241,19283,4,0.970072,0.841247
1241,19286,2,0.955579,0.834212
1241,19287,3,0.951962,0.784136
1241,19284,6,0.990320,0.735539
1241,19282,7,0.857296,0.760102
1241,19288,4,0.954434,0.954225
1241,19289,4,0.956206,0.951295
1241,19290,5,0.958922,0.957160
1241,19292,1,0.979798,0.749762
1241,19291,5,0.958904,0.921522
1241,19297,2,0.953686,0.682494
1241,19293,6,0.984654,0.886909
1241,19294,5,0.965789,0.843150
1241,19295,4,0.988875,0.985384
1242,19301,1,1.000000,0.825423
1242,19300,2,0.958232,0.866611
1241,19296,5,0.974176,0.974644
1242,19302,2,0.989291,0.728912
1242,19304,2,0.931433,0.747281
1242,19305,2,0.948478,0.802226
1242,19298,7,1.000000,0.800258
1242,19299,8,0.985583,0.817167
1243,19308,4,0.996205,0.871648
1242,19303,7,0.965386,0.937108
1243,19307,3,0.981145,0.710305
1243,19309,3,0.993182,0.926608
1243,19311,2,0.977416,0.921783
1243,19310,5,0.988999,0.920698
1244,19314,4,0.998244,0.715130
1244,19316,2,0.993171,0.916426
1243,19313,6,0.984161,0.948548
1242,19306,5,0.988555,0.853838
1244,19315,4,0.938308,0.871954
1243,19312,7,0.968130,0.926862
1244,19317,4,0.955701,0.796049
1244,19319,2,1.000000,0.834115
1244,19320,2,0.993507,0.979633
1244,19321,2,0.981256,0.298507
1244,19318,3,0.975720,0.791088
1244,19322,4,1.000000,0.859331
1244,19325,2,0.998104,0.731076
1244,19326,2,0.991467,0.880247
1244,19327,2,0.954345,0.920724
1244,19323,4,1.000000,0.827081
1244,19324,6,0.985838,0.589884
1244,19330,3,0.944403,0.736484
1245,19332,2,0.987880,0.935243
1244,19329,4,0.952620,0.930790
1244,19331,4,0.934584,0.837127
1245,19335,2,0.942039,0.823444
1245,19333,4,0.963017,0.822191
1245,19337,3,0.999290,0.902333
1245,19334,4,0.967552,0.842685
1245,19336,4,0.991463,0.785386
1245,19339,2,0.982639,0.850135
1246,19342,1,0.998827,0.975471
1245,19338,3,0.943554,0.842603
1245,19340,3,1.000000,0.846263
1244,19328,12,0.990822,0.805630
1245,19341,4,0.919378,0.862729
1246,19343,2,0.999711,0.957965
1246,19346,2,1.000000,0.688655
1246,19344,3,0.962140,0.740057
1246,19347,3,0.986335,0.931189
1246,19349,2,0.983621,0.918677
1246,19351,1,0.590235,0.564185
1246,19345,6,0.942335,0.894807
1246,19348,3,1.000000,0.781564
1246,19350,2,0.987207,0.781880
1247,19352,3,0.965689,0.792252
1247,19353,4,0.979263,0.840404
1247,19354,4,0.971035,0.863653
1247,19355,3,1.000000,0.839225
1247,19360,2,0.996250,0.973396
1247,19359,3,0.977315,0.866344
1247,19356,4,0.996892,0.917666
1247,19361,2,0.986977,0.752307
1247,19358,3,0.995980,0.875137
1247,19364,2,0.966443,0.912020
1247,19363,4,0.967266,0.448184
1247,19362,3,0.963685,0.874867
1248,19366,2,1.000000,0.750429
1247,19357,9,0.977010,0.897100
1248,19367,2,0.979287,0.795005
1248,19370,1,0.998711,0.862257
1248,19371,1,0.995827,0.803386
1248,19368,3,0.971656,0.717142
1248,19365,6,0.980427,0.903205
1248,19369,4,0.952548,0.870943
1248,19373,3,0.945629,0.879630
1248,19374,3,1.000000,0.795436
1248,19372,4,0.931530,0.892401
1248,19375,2,0.971023,0.867725
1249,19381,1,0.984775,0.823394
1249,19379,2,1.000000,0.703197
1248,19376,3,0.995668,0.896003
1249,19377,4,0.940751,0.799991
1249,19378,3,0.962812,0.820819
1249,19383,2,0.988996,0.422386
1249,19382,2,0.982985,0.810738
1249,19380,2,0.954324,0.871022
1249,19384,2,1.000000,0.876057
1250,19386,2,1.000000,0.854099
1250,19390,2,1.000000,0.883993
1250,19388,3,0.983151,0.867601
1250,19387,3,1.000000,0.888682
1249,19385,3,0.939362,0.953110
1250,19389,3,0.965824,0.894346
1250,19392,1,0.992828,0.833755
1250,19391,3,1.000000,0.706092
1250,19393,2,0.991382,0.711248
1250,19394,3,0.991396,0.893127
1251,19398,1,0.978595,0.894985
1250,19397,2,0.915183,0.921516
1250,19395,4,0.998754,0.918585
1251,19399,2,0.997282,0.919950
1250,19396,4,0.965020,0.913308
1251,19405,2,0.976848,0.908182
1251,19400,4,0.980166,0.876112
1251,19401,5,1.000000,0.697098
1251,19403,4,0.961695,0.747152
1251,19404,4,0.984838,0.831114
1251,19402,4,0.947792,0.640122
1251,19408,2,0.996203,0.541830
1251,19406,4,0.953488,0.830990
1251,19407,3,0.985859,0.652030
1252,19411,1,0.969328,0.755012
1252,19412,1,1.000000,0.832653
1251,19410,4,1.000000,0.827471
1251,19409,4,0.997166,0.897441
1252,19414,3,0.968059,0.865798
1252,19413,3,1.000000,0.972929
1252,19415,2,1.000000,0.475806
1252,19419,2,1.000000,0.824647
1252,19418,2,0.987918,0.934445
1252,19416,4,0.986759,0.861994
1252,19420,2,0.975259,0.789629
1252,19417,3,1.000000,0.930331
1252,19421,3,0.906791,0.939974
1253,19424,3,0.979070,0.889440
1253,19426,3,0.899866,0.905521
1252,19422,4,0.994727,0.888544
1253,19425,4,0.977007,0.723733
1253,19429,2,0.941822,0.673598
1253,19427,5,0.965636,0.721887
1252,19423,2,1.000000,0.756927
1253,19431,3,0.994700,0.736286
1253,19430,3,0.991449,0.821880
1253,19428,4,0.980456,0.797760
1253,19433,2,0.950108,0.976651
1253,19435,1,1.000000,0.786603
1253,19434,1,0.996251,0.717622
1253,19432,2,0.994595,0.790071
1253,19438,1,1.000000,0.988402
1253,19436,2,0.978162,0.972035
1253,19437,3,0.986130,0.971443
1254,19440,2,1.000000,0.906921
1254,19443,2,0.994319,0.963786
1254,19439,5,0.996372,0.907073
1254,19442,3,0.964329,0.775538
1254,19441,4,0.998051,0.904221
1254,19445,2,0.991957,0.913239
1254,19446,2,1.000000,0.931236
1254,19448,1,0.991837,0.703373
1254,19447,2,0.967092,0.883950
1254,19444,5,0.995924,0.855402
1255,19450,2,0.985279,0.903240
1255,19449,2,0.974285,0.468103
1255,19453,3,0.979982,0.860595
1255,19451,3,1.000000,0.810530
1255,19452,4,0.988781,0.814698
1255,19454,4,0.997126,0.395552
1255,19456,2,0.966712,0.900991
1256,19459,3,0.995756,0.935636
1255,19458,3,0.993823,0.946628
1256,19460,3,0.910989,0.870832
1255,19457,4,0.990869,0.884337
1256,19463,1,1.000000,0.763309
1256,19465,1,1.000000,0.635471
1256,19462,3,0.955784,0.834764
1256,19466,1,1.000000,0.603195
1256,19464,3,0.984805,0.840886
1255,19455,9,0.968035,0.911120
1256,19470,2,1.000000,0.894485
1256,19461,7,0.951933,0.804956
1256,19469,2,0.991572,0.687720
1256,19468,3,0.982361,0.781559
1256,19471,2,0.983967,0.839095
1256,19467,4,0.978413,0.779750
1256,19472,2,0.995481,0.866913
1256,19473,1,0.997491,1.000000
1256,19474,3,0.976545,0.817696
1256,19475,2,0.981241,0.840069
1256,19476,2,0.980531,0.861370
1256,19478,2,0.979431,0.846533
1256,19477,2,0.980860,0.863174
1256,19482,2,1.000000,0.740606
1256,19479,1,0.996996,0.891759
1256,19481,2,1.000000,0.765678
1256,19483,2,1.000000,0.742553
1256,19480,3,0.996232,0.815303
1256,19484,2,1.000000,0.923561
1256,19486,1,1.000000,0.839834
1256,19487,1,1.000000,0.901646
1256,19488,1,1.000000,0.885826
1256,19485,2,0.996585,0.919377
1256,19489,1,0.997548,1.000000
1256,19494,1,0.997023,1.000000
1256,19492,2,0.977716,0.777541
1256,19490,3,0.979207,0.899462
1256,19491,2,0.969293,0.628286
1256,19493,2,0.996086,0.713856
1256,19496,2,0.968802,0.803205
1256,19497,2,0.964990,0.748795
1256,19495,3,0.970164,0.719482
1256,19500,1,0.997759,1.000000
1256,19498,2,0.970389,0.923613
1256,19499,2,0.970833,0.914729
1257,19501,1,0.914688,0.823885
1257,19504,2,1.000000,0.708406
1257,19503,2,1.000000,0.731817
1257,19507,1,0.997274,0.920251
1257,19502,2,1.000000,0.662287
1257,19505,2,1.000000,0.847723
1257,19506,3,0.987758,0.735312
1257,19509,2,0.985201,0.894513
1257,19511,2,0.985174,0.921897
1257,19508,4,0.989313,0.911323
1257,19510,2,0.992673,0.905369
1257,19512,2,0.987398,0.914396
1257,19513,3,0.913731,0.951362
1257,19514,2,0.924532,0.866540
1257,19516,2,0.996721,0.930097
1257,19515,3,0.994588,0.920920
1257,19517,2,1.000000,0.705052
1257,19519,3,0.997140,0.888734
1257,19518,2,1.000000,0.706488
1257,19520,2,1.000000,0.822703
1258,19522,1,1.000000,0.743919
1257,19521,2,0.970376,0.854996
1258,19523,5,0.971667,0.594373
1258,19524,4,0.897574,0.744564
1258,19527,4,0.929715,0.677122
1258,19529,1,0.987809,0.627683
1258,19528,3,0.970889,0.785570
1258,19525,5,0.998096,0.658580
1258,19526,6,0.990884,0.722292
1258,19533,3,1.000000,0.829267
1258,19531,4,0.948457,0.752351
1258,19532,3,0.991388,0.644489
1258,19534,3,0.998997,0.598510
1258,19535,3,0.923959,0.788921
1258,19536,1,1.000000,0.909732
1258,19530,6,0.979147,0.867300
1259,19538,2,0.994045,0.799854
1259,19540,1,0.952530,0.694253
1259,19537,5,0.996467,0.870933
1259,19543,3,1.000000,0.866604
1259,19539,3,1.000000,0.903358
1259,19544,3,0.885437,0.768326
1259,19541,4,0.989697,0.850130
1259,19542,4,0.990986,0.823897
1259,19546,2,0.923732,0.746709
1259,19547,2,0.988172,0.820079
1259,19545,3,0.886676,0.718994
1259,19548,2,0.988255,0.771787
1259,19550,2,0.985932,0.887874
1259,19549,4,0.977683,0.744937
1260,19553,3,0.959836,0.871866
1260,19552,3,0.975968,0.852413
1260,19557,1,0.988496,0.857270
1260,19554,4,1.000000,0.740708
1260,19555,4,0.983464,0.939442
1259,19551,5,0.982186,0.857476
1260,19559,3,0.989600,0.887518
1260,19560,3,0.900959,0.787280
1260,19558,7,0.982513,0.839360
1260,19561,4,0.987858,0.956132
1260,19556,5,0.924826,0.798386
1260,19562,3,1.000000,0.846295
1261,19564,3,1.000000,0.818427
1260,19563,4,0.986749,0.918238
1261,19566,3,0.976516,0.878501
1261,19568,2,1.000000,0.790502
1261,19569,2,0.997768,0.860788
1261,19570,3,1.000000,0.928365
1261,19571,3,1.000000,0.940420
1261,19572,3,1.000000,0.913920
1261,19573,3,0.966735,0.709017
1261,19565,8,1.000000,0.830146
1261,19567,8,0.946645,0.922377
1261,19574,3,0.975038,0.828325
1261,19576,2,1.000000,0.913027
1261,19577,3,0.949336,0.926350
1261,19578,2,0.944467,0.841124
1261,19575,4,0.937608,0.792004
1261,19579,2,0.981869,0.881129
1261,19581,3,0.990707,0.685906
1261,19580,4,0.992451,0.906343
1262,19582,3,0.976077,0.635260
1262,19585,3,1.000000,0.714531
1262,19584,4,0.986609,0.738169
1262,19589,1,0.977154,0.425403
1262,19587,2,1.000000,0.539511
1262,19586,4,1.000000,0.744245
1262,19583,5,0.953783,0.678639
1262,19590,2,0.991266,0.737213
1262,19588,4,1.000000,0.892571
1262,19592,2,0.997734,0.752607
1262,19591,3,0.984616,0.839376
1262,19595,2,0.990501,0.890623
1262,19596,2,0.989092,0.807210
1262,19597,2,0.993720,0.948532
1262,19594,3,0.908346,0.685670
1262,19593,5,0.858917,0.774258
1262,19598,3,0.967050,0.681413
1262,19599,2,0.997441,0.781690
1262,19600,2,0.944711,0.871172
1263,19601,2,1.000000,0.938032
1263,19604,1,0.997808,0.745886
1263,19602,3,0.994839,0.613274
1263,19603,2,0.952993,0.733198
1263,19606,2,0.974231,0.787427
1263,19607,3,0.998311,0.888186
1263,19605,4,0.989390,0.687279
1263,19611,2,0.938769,0.727988
1263,19609,3,1.000000,0.708240
1263,19608,6,0.977183,0.903865
1263,19614,2,0.979903,0.796432
1263,19610,5,0.973383,0.873315
1263,19615,1,1.000000,0.880639
1263,19617,1,1.000000,0.945389
1263,19612,5,0.958017,0.904658
1263,19616,3,0.921761,0.875031
1263,19618,2,1.000000,0.863123
1263,19613,5,0.979559,0.906801
1264,19620,2,0.938185,0.777273
1264,19619,3,0.970411,0.895568
1264,19625,2,0.993969,0.964452
1264,19626,2,0.979640,0.766266
1264,19622,4,1.000000,0.625639
1264,19624,3,0.997265,0.690084
1264,19627,2,0.969794,0.688063
1264,19623,5,0.979427,0.593520
1264,19630,2,0.970633,0.672232
1264,19629,3,0.973980,0.678999
1265,19632,2,0.995003,0.877688
1265,19633,3,0.986040,0.849207
1264,19621,3,0.970660,0.810017
1264,19628,2,1.000000,0.730167
1265,19634,3,0.992453,0.916057
1264,19631,5,0.972422,0.872105
1265,19635,2,0.996552,0.791855
1265,19636,3,0.932904,0.756398
1265,19638,3,0.869251,0.863756
1265,19639,3,0.962822,0.811714
1265,19641,3,0.942998,0.899320
1265,19637,5,0.909866,0.756294
1265,19644,1,1.000000,0.932897
1265,19640,3,0.965036,0.870675
1265,19642,3,0.947139,0.841821
1265,19643,3,0.914421,0.782468
1265,19645,2,0.971819,0.904327
1265,19646,2,0.972531,0.900423
1265,19647,2,0.982684,0.917034
1265,19648,3,0.964677,0.899296
1266,19651,2,0.973278,0.709053
1265,19649,3,0.982948,0.935363
1266,19650,2,0.983846,0.767873
1266,19653,2,0.992339,0.803980
1266,19652,3,1.000000,0.712271
1266,19656,2,0.983503,0.840783
1266,19657,2,0.954129,0.672019
1266,19654,3,0.983547,0.809105
1266,19658,3,0.978863,0.827596
1266,19659,3,0.965464,0.776064
1267,19664,1,1.000000,0.670776
1266,19661,3,0.969536,0.559540
1266,19660,4,0.954610,0.778646
1266,19662,2,0.992487,0.868473
1267,19665,1,1.000000,0.862500
1266,19655,8,0.983138,0.897141
1266,19663,4,0.952722,0.660062
1267,19666,2,0.956106,0.828346
1267,19667,2,0.979105,0.888100
1267,19670,2,0.996074,0.882946
1267,19669,2,0.995782,0.789254
1267,19671,2,0.992757,0.808249
1267,19668,3,1.000000,0.912582
1267,19673,3,0.992934,0.923200
1267,19674,3,0.940833,0.907769
1267,19677,3,1.000000,0.851593
1267,19672,5,0.995936,0.904785
1267,19675,6,0.996347,0.790823
1267,19681,1,1.000000,0.958092
1267,19680,2,0.987873,0.893108
1267,19676,6,0.997726,0.891896
1267,19678,4,0.982491,0.802711
1267,19679,4,0.980385,0.820241
1267,19682,3,0.975067,0.916979
1267,19683,2,0.995511,0.953473
1267,19684,2,0.995502,0.946205
1267,19685,4,0.997415,0.630956
1267,19688,2,0.990205,0.420177
1267,19686,3,0.979679,0.818055
1267,19689,3,1.000000,0.839979
1267,19690,3,0.973124,0.906060
1268,19694,2,0.979418,0.810916
1268,19693,3,0.997245,0.816336
1267,19691,3,0.983015,0.955602
1268,19695,2,0.997998,0.754333
1267,19687,7,0.963871,0.844308
1268,19696,1,1.000000,0.888678
1268,19697,1,1.000000,0.860235
1268,19699,1,0.940501,0.857228
1267,19692,6,0.987914,0.772065
1268,19701,1,0.995991,0.824367
1268,19702,1,1.000000,0.760314
1268,19700,3,1.000000,0.943464
1268,19698,3,1.000000,0.812755
1268,19704,2,0.986100,0.828998
1268,19705,2,0.955183,0.860691
1268,19706,2,0.976948,0.726336
1268,19707,2,0.980367,0.834827
1268,19703,4,0.961929,0.858228
1268,19710,1,1.000000,0.868121
1268,19708,2,0.981541,0.765344
1268,19713,1,0.914977,0.625777
1268,19709,3,0.970470,0.924746
1268,19711,3,1.000000,0.845574
1269,19715,3,0.965288,0.903565
1269,19717,2,0.987227,0.645824
1269,19714,4,0.991744,0.811205
1268,19712,3,1.000000,0.835761
1269,19716,3,0.968418,0.738524
1269,19718,3,0.964483,0.785718
1269,19719,2,0.979190,0.863148
1269,19720,2,0.992256,0.765226
1269,19724,2,1.000000,0.848849
1269,19725,2,0.976788,0.867912
1269,19723,3,0.951561,0.921676
1269,19726,3,0.976364,0.739700
1269,19722,4,0.974688,0.943871
1269,19721,4,0.979661,0.819764
1270,19731,2,0.995157,0.915241
1270,19730,3,0.972432,0.747238
1270,19727,5,0.965923,0.725625
1270,19728,4,0.978613,0.852027
1270,19732,3,0.988488,0.837922
1271,19733,2,0.986634,0.918878
1271,19736,2,0.978937,0.788795
1271,19737,2,1.000000,0.724536
1271,19735,3,0.894253,0.884385
1271,19734,4,0.911142,0.860640
1271,19738,3,0.994882,0.760920
1271,19739,3,0.970421,0.818228
1270,19729,12,0.939950,0.805824
1271,19741,3,0.963000,0.926401
1271,19743,1,0.993826,0.952041
1271,19742,2,0.965937,0.901775
1271,19740,4,0.998969,0.900119
1271,19744,2,0.958035,0.942485
1271,19746,1,1.000000,0.871861
1271,19745,2,0.991333,0.912853
1271,19747,1,1.000000,0.932388
1271,19749,2,0.985419,0.874190
1271,19748,2,0.955938,0.861443
1272,19750,2,0.994400,0.902392
1272,19753,3,0.973098,0.830328
1272,19751,4,0.983919,0.909130
1272,19754,3,0.949747,0.867274
1272,19756,4,0.961277,0.860005
1272,19752,4,0.978772,0.907166
1272,19758,1,0.994635,0.815926
1272,19759,1,1.000000,0.774956
1272,19757,4,0.943221,0.764753
1272,19761,2,0.970552,0.763649
1272,19755,6,0.976349,0.851864
1272,19760,3,0.849273,0.649418
1272,19762,3,0.991428,0.914529
1272,19763,3,0.963703,0.927120
1272,19765,3,0.972614,0.695319
1272,19764,4,0.979609,0.823345
1273,19768,3,0.960689,0.831353
1272,19767,3,0.995141,0.889050
1273,19771,3,0.902241,0.687914
1273,19769,5,0.991573,0.831219
1273,19772,3,0.981177,0.886788
1272,19766,4,0.963802,0.867135
1273,19770,5,0.988376,0.897079
1273,19774,2,0.932439,0.822798
1273,19776,1,1.000000,0.950427
1273,19775,3,0.987179,0.809210
1273,19773,5,0.998325,0.651320
1273,19777,3,0.988850,0.719993
1273,19779,4,0.982161,0.843750
1273,19778,4,0.947203,0.919998
1273,19780,4,0.957502,0.894453
1273,19782,4,0.969015,0.866131
1273,19781,4,0.988510,0.744278
1273,19783,3,0.924677,0.782531
1273,19784,3,0.989855,0.908410
1273,19785,3,0.973282,0.911570
1273,19786,3,0.953456,0.752996
1273,19789,1,1.000000,0.901208
1273,19790,1,1.000000,0.957629
1273,19787,3,0.952546,0.828702
1273,19788,4,0.978925,0.726370
1274,19793,2,1.000000,0.811006
1274,19794,2,1.000000,0.885761
1274,19792,4,0.995714,0.808355
1274,19795,2,0.945938,0.780332
1274,19796,3,1.000000,0.643045
1274,19797,3,0.998091,0.938624
1275,19800,2,0.967281,0.870784
1275,19799,3,0.980400,0.762797
1275,19802,1,1.000000,0.752459
1274,19798,5,0.919466,0.889545
1274,19791,9,0.956868,0.630295
1275,19803,2,0.971218,0.844839
1275,19804,4,0.959689,0.569495
1275,19806,3,0.995320,0.647848
1275,19807,3,0.993523,0.640649
1275,19801,6,0.997926,0.852726
1275,19808,2,0.989060,0.856333
1275,19809,1,1.000000,0.893243
1276,19814,2,0.978884,0.901743
1276,19813,2,1.000000,0.628458
1275,19810,3,0.952407,0.671552
1275,19811,3,0.938090,0.687600
1275,19812,4,0.945353,0.823353
1276,19818,1,0.983906,0.691212
1275,19805,8,0.981322,0.800732
1276,19815,2,0.987370,0.495715
1276,19817,3,1.000000,0.789391
1277,19822,2,0.962987,0.901846
1277,19820,3,0.958539,0.823788
1276,19816,4,0.931277,0.819509
1277,19821,3,0.982107,0.732442
1277,19819,6,0.989399,0.794769
1277,19823,2,0.999119,0.801116
1277,19824,4,0.967259,0.755844
1277,19825,3,0.900727,0.854402
1278,19827,3,0.976823,0.928348
1277,19826,4,0.953201,0.757703
1278,19830,3,1.000000,0.391707
1278,19831,3,1.000000,0.843735
1278,19832,1,1.000000,0.839948
1278,19828,4,0.918509,0.815691
1278,19833,2,0.995793,0.885553
1278,19829,4,0.985545,0.733683
1278,19834,2,0.983820,0.748110
1278,19835,3,0.955964,0.892935
1279,19837,3,0.978078,0.894919
1278,19836,4,0.945052,0.880554
1279,19839,3,1.000000,0.760766
1279,19840,3,1.000000,0.893692
1279,19844,1,0.996000,0.737335
1279,19843,2,0.993875,0.844981
1279,19838,4,1.000000,0.804933
1279,19845,1,0.972651,0.681822
1279,19841,3,0.967626,0.830176
1279,19846,2,0.997214,0.864439
1279,19847,2,0.958964,0.911702
1279,19849,2,1.000000,0.628888
1279,19842,3,0.955995,0.816898
1279,19850,2,1.000000,0.840544
1279,19848,4,0.983475,0.583042
1279,19852,2,1.000000,0.897794
1279,19854,2,0.990912,0.801767
1279,19853,2,1.000000,0.900258
1279,19851,2,0.940617,0.914489
1280,19855,3,0.981727,0.837892
1280,19856,2,0.956320,0.670460
1280,19857,3,0.953876,0.931286
1280,19858,3,0.990167,0.865756
1280,19860,3,0.988233,0.851069
1280,19859,2,0.997325,0.731596
1280,19861,3,0.949170,0.951293
1280,19862,3,0.907082,0.803763
1280,19863,3,0.958600,0.901851
1281,19864,3,0.985028,0.881845
1281,19867,2,0.985183,0.769606
1281,19866,4,0.980222,0.798087
1281,19869,2,0.967080,0.773871
1281,19865,7,1.000000,0.390303
1281,19871,2,0.997037,0.762818
1281,19870,4,0.991299,0.766309
1281,19873,2,0.970445,0.660868
1281,19876,1,1.000000,0.835966
1281,19877,3,0.959606,0.698022
1281,19872,7,0.921479,0.790005
1281,19875,5,0.979541,0.837672
1281,19879,1,1.000000,0.498384
1281,19878,3,0.970524,0.786548
1282,19882,2,0.961177,0.871662
1282,19883,2,0.963533,0.904564
1282,19881,3,0.991723,0.897426
1282,19880,4,0.978299,0.875594
1282,19885,1,1.000000,0.689847
1282,19884,2,0.937712,0.784763
1282,19886,3,0.998091,0.930987
1281,19874,16,0.921198,0.697598
1282,19887,3,0.976046,0.866073
1282,19888,3,0.964862,0.895566
1282,19889,3,1.000000,0.976505
1282,19890,3,1.000000,0.895187
1281,19868,21,0.901180,0.810261
1282,19891,3,0.991541,0.838723
1282,19892,3,1.000000,0.852570
1282,19894,3,0.994277,0.807569
1282,19895,2,0.991297,0.742763
1282,19893,3,0.959678,0.931262
1282,19896,3,0.936851,0.853618
1283,19898,3,1.000000,0.853216
1283,19899,3,0.997352,0.937238
1283,19897,3,0.965721,0.702761
1283,19900,3,0.994557,0.932581
1283,19903,2,0.994022,0.956668
1283,19901,5,1.000000,0.889934
1283,19904,4,0.884071,0.765124
1283,19905,4,0.994490,0.837737
1283,19902,6,0.956227,0.842903
1283,19907,3,0.948596,0.821601
1284,19909,1,1.000000,0.883601
1283,19906,3,0.990048,0.679558
1284,19912,2,0.980879,0.921492
1284,19913,2,1.000000,0.807570
1284,19910,3,0.965791,0.890015
1284,19911,3,1.000000,0.806801
1284,19908,5,0.852350,0.853110
1284,19918,1,1.000000,0.533133
1284,19917,2,1.000000,0.798841
1284,19915,3,0.941653,0.840488
1284,19914,2,0.994059,0.749400
1284,19916,3,1.000000,0.923718
1284,19919,2,1.000000,0.786670
1284,19922,2,0.947637,0.682474
1284,19920,5,0.998335,0.590763
1284,19921,5,0.960748,0.873157
1284,19925,3,0.989299,0.900091
1285,19926,2,0.969456,0.926369
1284,19924,4,0.959167,0.783906
1284,19923,6,0.984379,0.822475
1285,19930,2,0.984767,0.847315
1285,19931,2,0.979566,0.939371
1285,19928,3,0.976114,0.850332
1285,19929,3,0.987551,0.857839
1285,19933,3,0.962367,0.784297
1285,19934,2,0.971225,0.773670
1285,19935,3,0.943720,0.832064
1285,19936,3,0.991338,0.915972
1285,19932,4,0.978540,0.937935
1286,19939,2,1.000000,0.671567
1286,19938,3,0.992401,0.819317
1286,19937,2,0.975718,0.784678
1286,19941,3,0.983241,0.905284
1286,19940,4,0.981155,0.919757
1286,19943,3,0.985954,0.933041
1286,19942,4,0.979232,0.872749
1286,19945,2,0.992049,0.942343
1286,19944,5,0.990066,0.867463
1286,19946,2,0.991450,0.841253
1287,19947,2,1.000000,0.924078
1287,19948,2,1.000000,0.827980
1287,19951,2,1.000000,0.674993
1287,19949,2,0.986470,0.786789
1287,19952,2,0.999322,0.856204
1287,19950,5,1.000000,0.956884
1287,19954,2,0.964355,0.862373
1287,19955,3,0.949385,0.776892
1287,19953,4,0.985529,0.944227
1287,19956,2,1.000000,0.919228
1287,19958,2,1.000000,0.937824
1287,19959,3,1.000000,0.859737
1287,19957,4,0.949938,0.876663
1287,19961,3,0.937720,0.873289
1287,19960,2,0.986442,0.930728
1287,19962,3,0.997510,0.847282
1287,19963,3,0.889710,0.845381
1288,19967,3,0.946670,0.785475
1288,19966,3,0.983817,0.842614
1287,19964,5,0.969018,0.831695
1288,19969,1,1.000000,0.255392
1288,19965,5,1.000000,0.767425
1288,19973,3,0.975961,0.757464
1288,19972,4,0.977705,0.672720
1288,19968,6,1.000000,0.802176
1288,19970,5,0.981427,0.931328
1289,19974,2,0.974086,0.931050
1289,19976,2,0.943425,0.828395
1288,19971,8,0.931514,0.700187
1289,19975,5,0.894795,0.854706
1289,19977,3,1.000000,0.869461
1289,19978,3,0.933988,0.872169
1289,19982,1,1.000000,0.788625
1289,19979,4,0.899015,0.742596
1289,19981,4,0.992990,0.712931
1289,19983,3,0.793916,0.822809
1289,19980,5,1.000000,0.823376
1289,19984,2,0.945975,0.869810
1289,19985,3,0.981890,0.859128
1289,19986,2,0.924868,0.870149
1289,19987,3,0.946870,0.780023
1290,19991,1,1.000000,0.832930
1290,19990,1,1.000000,0.722617
1290,19992,1,1.000000,0.673737
1290,19993,1,0.996111,0.728681
1290,19988,5,1.000000,0.845995
1290,19994,2,0.981975,0.937038
1290,19989,6,0.991881,0.868864
1290,19998,2,0.973248,0.760010
1290,19997,3,0.965141,0.665313
1290,19995,5,0.987812,0.818000
1290,19999,1,1.000000,0.487103
1290,20000,2,0.939687,0.801426
1290,19996,5,0.953992,0.781665
1290,20003,2,0.961726,0.546196
1290,20004,1,0.995791,0.565541
1290,20005,2,0.926622,0.341930
1290,20001,4,0.961148,0.714148
1290,20007,1,0.993893,0.692730
1290,20006,2,0.992900,0.546044
1290,20002,5,0.928252,0.719333
1290,20009,2,0.993339,0.874685
1290,20008,4,0.971703,0.866712
1290,20010,2,1.000000,0.913160
1290,20011,2,1.000000,0.786983
1291,20012,3,0.823168,0.829280
1291,20014,3,0.952770,0.714332
1291,20013,4,0.944309,0.873777
1291,20017,2,0.995644,0.845573
1291,20016,4,0.991705,0.733663
1291,20019,2,1.000000,0.902182
1291,20020,2,0.943565,0.826693
1291,20015,8,0.957876,0.803700
1291,20021,2,0.998143,0.866700
1291,20018,4,0.901710,0.810505
1291,20022,2,0.993080,0.851037
1291,20023,2,0.993294,0.872554
1291,20024,2,0.998176,0.747278
1291,20026,2,0.987189,0.634092
1291,20025,3,0.930007,0.906170
1292,20028,4,0.989903,0.833642
1292,20027,3,0.978344,0.802460
1292,20029,3,0.988309,0.556622
1292,20030,3,0.967966,0.909643
1292,20031,4,1.000000,0.763022
1292,20032,4,0.996645,0.890748
1292,20033,3,0.982787,0.881073
1293,20037,2,0.972322,0.948173
1292,20035,5,0.928337,0.872934
1292,20034,5,0.935996,0.818012
1292,20036,4,0.924091,0.757182
1293,20040,2,0.989917,0.839060
1293,20041,2,1.000000,0.728000
1293,20042,2,0.986267,0.880967
1293,20039,3,0.987509,0.850305
1293,20038,5,0.957240,0.767809
1293,20043,1,0.995814,0.599452
1293,20045,3,0.962853,0.810949
1293,20047,2,1.000000,0.825412
1293,20048,2,1.000000,0.701223
1293,20046,3,0.961228,0.861013
1293,20049,2,1.000000,0.957685
