pubid,labelled_contexts
25427406,"BACKGROUND: Poultry remains a major source of foodborne bacterial infections. A variety of additives with presumed anti-microbial and/or growth-promoting effects are commonly added to poultry feed during commercial grow-out, yet the effects of these additives on the gastrointestinal microbial community (the GI microbiome) as the bird matures remain largely unknown. Here we compared temporal changes in the cecal microbiome to the effects of formic acid, propionic acid, and medium-chain fatty acids (MCFA) added to feed and/or drinking water. RESULTS: Cecal bacterial communities at day of hatch (n = 5 birds), 7d (n = 32), 21d (n = 27), and 42d (n = 36) post-hatch were surveyed using direct 454 sequencing of 16S rRNA gene amplicons from each bird in combination with cultivation-based recovery of a Salmonella Typhimurium marker strain and quantitative-PCR targeting Clostridium perfringens. Treatment effects on specific pathogens were generally non-significant. S. Typhimurium introduced by oral gavage at day of hatch was recovered by cultivation from nearly all birds sampled across treatments at 7d and 21d, but by 42d, S. Typhimurium was only recovered from ca. 25% of birds, regardless of treatment. Sequencing data also revealed non-significant treatment effects on genera containing known pathogens and on the cecal microbiome as a whole. In contrast, temporal changes in the cecal microbiome were dramatic, highly significant, and consistent across treatments. At 7d, the cecal community was dominated by three genera (Flavonifractor, Pseudoflavonifractor, and a Lachnospiracea sequence type) that accounted for more than half of sequences. By 21d post-hatch, a single genus (Faecalibacterium) accounted for 23-55% of sequences, and the number of Clostridium 16S rRNA gene copies detected by quantitative-PCR reached a maximum."
25436452,"BACKGROUND: Palmitate, a saturated fatty acid (FA), is known to induce toxicity and cell death in various types of cells. Resveratrol (RSV) is able to prevent pathogenesis and/or decelerate the progression of a variety of diseases. Several in vitro and in vivo studies have also shown a protective effect of RSV on fat accumulation induced by FAs. Additionally, endoplasmic reticulum (ER) stress has recently been linked to cellular adipogenic responses. To address the hypothesis that the RSV effect on excessive fat accumulation promoted by elevated saturated FAs could be partially mediated by a reduction of ER stress, we studied the RSV action on experimentally induced ER stress using palmitate in several cancer cell lines. RESULTS: We show that, unexpectedly, RSV promotes an amplification of palmitate toxicity and cell death and that this mechanism is likely due to a perturbation of palmitate accumulation in the triglyceride form and to a less important membrane fluidity variation. Additionally, RSV decreases radical oxygen species (ROS) generation in palmitate-treated cells but leads to enhanced X-box binding protein-1 (XBP1) splicing and C/EBP homologous protein (CHOP) expression. These molecular effects are induced simultaneously to caspase-3 cleavage, suggesting that RSV promotes palmitate lipoapoptosis primarily through an ER stress-dependent mechanism. Moreover, the lipotoxicity reversion induced by eicosapentaenoic acid (EPA) or by a liver X receptor (LXR) agonist reinforces the hypothesis that RSV-mediated inhibition of palmitate channeling into triglyceride pools could be a key factor in the aggravation of palmitate-induced cytotoxicity."
25443276,"BACKGROUND: In renal cell carcinoma (RCC), the prediction of metastasis via tumor prognostic markers remains a major problem. The objective of our study was to evaluate the efficacy of cyclin-dependent kinase (CDK)1 and CDK2 activity as a prognostic marker in human RCC. METHODS: Surgical specimens were obtained from 125 patients with RCC without metastasis. Protein expression and kinase activity of CDKs were analyzed using a newly developed assay system named C2P (Sysmex, Kobe, Japan). We then examined the specific activities (SAs) of CDK1 and CDK2 and calculated CDK2SA-CDK1SA ratio in RCC. Also, risk score (RS) was examined. RESULTS: A total of 125 cases were tested, though 34 cases were excluded because of low sample quality (25 cases) and assay failure (9 cases). In total, 91 cases were analyzed. They included 68 male and 23 female patients, ranging in age from 19 to 83 years. At a median follow-up of 36 months (1-109M), tumor with low CDK2SA-CDK1SA ratio showed significantly better 5-year recurrence-free survival than those with high CDK2SA-CDK1SA ratio (88.7% vs. 54.7%, P = 0.00141). Also, RS enabled the classification of RCCs into high-risk and low-risk groups, and patients with tumors classified as low RS showed better recurrence-free survival than patients with tumors with high RS (88.7% vs. 54.7%, P = 0.0141)."
25425302,"OBJECTIVE: To compare optic nerve head (ONH) morphology between eyes with normal-tension glaucoma (NTG) and primary open-angle glaucoma (POAG). METHODS: Seventy-eight NTG patients and 78 POAG patients matched according to age and axial length were analyzed. Optic nerve head tilt and torsion were identified from cross-sectional images of optical coherence tomography. The degree of horizontal, vertical, and maximum ONH tilt and torsion was compared between NTG and POAG eyes, and additional comparisons were based on the presence of myopia and the location of the visual field defect. Logistic regression analysis was used to determine the factors related to the degree of ONH torsion. RESULTS: Vertical (P = 0.610) and horizontal tilt degree (P = 0.746) did not differ between NTG and POAG eyes. However, torsion degree (P = 0.022) differed significantly between NTG and POAG eyes. Direction of vertical tilt (P = 0.040) and torsion (P < 0.001) showed more prevalent superior tilt and torsion in NTG eyes (21.8% and 33.3%, respectively) compared to POAG eyes (10.3% and 10.3%, respectively). Myopic NTG eyes showed greater torsion degree (P = 0.014) than nonmyopic NTG eyes, which was not observed in the comparison between myopic and nonmyopic POAG eyes. Only NTG eyes showed a significant difference in the degree of maximum tilt (P < 0.001) and torsion (P < 0.001) and the direction of vertical tilt (P < 0.001) and torsion (P = 0.010) by the location of visual field defect. Longer axial length, maximum tilt degree, and diagnosis of NTG were the factors related to the degree of ONH torsion."
25433284,"BACKGROUND: Guillotine below-knee amputation (BKA) for wet gangrene is an unfortunate complication of poorly controlled diabetes. We examined risk factors associated with wound complications after amputation formalization in this patient population. METHODS: Retrospective data over a 4-year period were collected for patients undergoing guillotine BKA for wet gangrene followed by staged formalization. Patients with abnormal distal pulses underwent evaluation before formalization to stratify for peripheral arterial disease (PAD). Those patients with palpable pulses and no known PAD went to formalization without further investigation. Poor operative candidates underwent delayed formalization to allow for preoperative optimization. Patient history, interval between surgeries, pathology, and preformalization laboratories were tested for significance. Primary outcome was postformalization wound complication. RESULTS: Fifty-six amputations in 55 patients met inclusion criteria. Wound complications after formalization occurred in 18 cases, all BKAs (32%). A history of PAD was present in 19 patients (34.5%). On pathology, 23 patients (41%) had small-vessel atherosclerosis or arteriosclerosis. There was no association between wound complications and history of PAD (P = 0.4), preformalization albumin (P = 0.09), glucose (P = 0.9), white blood cell count (P = 0.4), or delayed versus expedited formalization (P = 0.8). Only the presence of microvascular disease on formal pathology was predictive of wound complications (P = 0.03). There was no association between microvascular disease on pathology and a history of PAD (P = 0.07)."
25433282,"BACKGROUND: Remote renal ischemia-reperfusion injury (IRI) following infra-renal aortic occlusion leads to acute kidney injury and systemic inflammation. Hydrogen sulfide is a mediator of IRI and can ameliorate tissue injury in many organ systems. Its role in vascular surgery has yet to be established. We assessed the role of hydrogen sulfide in a rodent model of aortic occlusion. METHODS: Wistar rats were divided into sham, control, and treatment groups (n = 6). Inflammation was assessed using a nonrecovery protocol. The infra-renal aorta was cross-clamped for 60 min and animals were reperfused for 120 min. Ten minutes before clamp release, treatment animals received hydrogen sulfide (10, 30, or 50 μg/kg) and control animals received 0.9% saline injected into the retroperitoneum. Renal injury and histology were assessed by a recovery protocol. The procedure was identical to the nonrecovery arm but with a single dose of hydrogen sulfide (30 μg/kg) and animals were recovered for 7 days. RESULTS: There was no difference in animal weight between the groups (P = 0.337). In the nonrecovery arm, there was a reduction in serum levels of tumor necrosis factor alpha in sulfide-treated animals compared with controls (909 ± 98 vs. 607 ± 159 pg/mL; P = 0.0038). There was also a reduction in myeloperoxidase-positive cells in renal tissue in the sulfide-treated animals compared with controls (8 ± 4 vs. 17 ± 9; P = 0.03). There was no difference in histological injury score or endothelin-1 levels. In the recovery arm, there was no difference in renal function, Kidney Injury Molecule-1 levels, or histological injury scores."
25452253,"OBJECTIVE: Gene flow from crops to their wild relatives has the potential to alter population growth rates and demography of hybrid populations, especially when a new crop has been genetically modified (GM). This study introduces a comprehensive approach to assess this potential for altered population fitness, and uses a combination of demographic data in two habitat types and mathematical (matrix) models that include crop rotations and outcrossing between parental species. METHODS: Full life-cycle demographic rates, including seed bank survival, of non-GM Brassica rapa × B. napus F1 hybrids and their parent species were estimated from experiments in both agricultural and semi-natural habitats. Altered fitness potential was modelled using periodic matrices including crop rotations and outcrossing between parent species. RESULTS: The demographic vital rates (i.e. for major stage transitions) of the hybrid population were intermediate between or lower than both parental species. The population growth rate (λ) of hybrids indicated decreases in both habitat types, and in a semi-natural habitat hybrids became extinct at two sites. Elasticity analyses indicated that seed bank survival was the greatest contributor to λ. In agricultural habitats, hybrid populations were projected to decline, but with persistence times up to 20 years. The seed bank survival rate was the main driver determining persistence. It was found that λ of the hybrids was largely determined by parental seed bank survival and subsequent replenishment of the hybrid population through outcrossing of B. rapa with B. napus."
25428612,"BACKGROUND: Progression from actinic keratosis (AK) to invasive squamous cell carcinoma (iSCC) of the skin is thought to occur after the development of full thickness epidermal neoplasia, as in the classic pathway of cervical cancer. Nevertheless, cutaneous iSCC may also directly arise from a proliferation of atypical basaloid cells limited mostly to the epidermal basal layer (AK I), akin to what happens in the 'differentiated pathway' of iSCC of the vulva, oral cavity and other locations. OBJECTIVE: To evaluate the prevalence of classic and differentiated pathways in the development of cutaneous iSCC. METHODS: The epidermis adjacent to and overlying iSCC, assumed to be representative of pre-existing lesions, was histologically studied in 196 skin biopsy specimens showing iSCC. RESULTS: AK I, AK II and AK III lesions overlying iSCC were present in 63.8%, 17.9% and 18.4% of cases respectively. The corresponding percentages in the epidermis adjacent to iSCC were 77.9%, 6.6% and 8.3% respectively (stage could not be assessed in 8.1% of cases). Focal epidermal ulceration overlying iSCC was seen in 32% of AK I, 28.6% of AK II and 33.3% of AK III instances. Adnexal involvement by atypical keratinocytes (proliferative AK) was present more frequently in cases with overlying AK I (39/125, 31.2%) than with AK II (8/35, 22.9%) and AKII I (5/36, 13.9%)."
25443761,"OBJECTIVE: Ascent to high altitude leads to a reduction in ambient pressure and a subsequent fall in available oxygen. The resulting hypoxia can lead to elevated pulmonary artery (PA) pressure, capillary stress, and an increase in interstitial fluid. This fluid can be assessed on lung ultrasound (LUS) by the presence of B-lines. We undertook a chamber and field study to assess the impact of high-intensity exercise in hypoxia on the development of pulmonary interstitial edema in healthy lowlanders. METHODS: Thirteen volunteers completed a high-intensity intermittent exercise (HIIE) test at sea level, in acute normobaric hypoxia (12% O2, approximately 4090 m equivalent altitude), and in hypobaric hypoxia during a field study at 4090 m after 6 days of acclimatization. Pulmonary interstitial edema was assessed by the evaluation of LUS B-lines. RESULTS: After HIIE, no increase in B-lines was seen in normoxia, and a small increase was seen in acute normobaric hypoxia (2 ± 2; P < .05). During the field study at 4090 m, 12 participants (92%) demonstrated 7 ± 4 B-lines at rest, which increased to 17 ± 5 immediately after the exercise test (P < .001). An increase was evident in all participants. There was a reciprocal fall in peripheral arterial oxygen saturations (Spo2) after exercise from 88% ± 4% to 80% ± 8% (P < .01). B-lines and Spo2 in all participants returned to baseline levels within 4 hours."
25447846,"OBJECTIVE: Excessive consumption of ethanol is one of the most common causes of acute and chronic pancreatitis. Alterations to the gene encoding the cystic fibrosis transmembrane conductance regulator (CFTR) also cause pancreatitis. However, little is known about the role of CFTR in the pathogenesis of alcohol-induced pancreatitis. METHODS: We measured CFTR activity based on chloride concentrations in sweat from patients with cystic fibrosis, patients admitted to the emergency department because of excessive alcohol consumption, and healthy volunteers. We measured CFTR levels and localization in pancreatic tissues and in patients with acute or chronic pancreatitis induced by alcohol. We studied the effects of ethanol, fatty acids, and fatty acid ethyl esters on secretion of pancreatic fluid and HCO3(-), levels and function of CFTR, and exchange of Cl(-) for HCO3(-) in pancreatic cell lines as well as in tissues from guinea pigs and CFTR knockout mice after administration of alcohol. RESULTS: Chloride concentrations increased in sweat samples from patients who acutely abused alcohol but not in samples from healthy volunteers, indicating that alcohol affects CFTR function. Pancreatic tissues from patients with acute or chronic pancreatitis had lower levels of CFTR than tissues from healthy volunteers. Alcohol and fatty acids inhibited secretion of fluid and HCO3(-), as well as CFTR activity, in pancreatic ductal epithelial cells. These effects were mediated by sustained increases in concentrations of intracellular calcium and adenosine 3',5'-cyclic monophosphate, depletion of adenosine triphosphate, and depolarization of mitochondrial membranes. In pancreatic cell lines and pancreatic tissues of mice and guinea pigs, administration of ethanol reduced expression of CFTR messenger RNA, reduced the stability of CFTR at the cell surface, and disrupted folding of CFTR at the endoplasmic reticulum. CFTR knockout mice given ethanol or fatty acids developed more severe pancreatitis than mice not given ethanol or fatty acids."
25428725,"OBJECTIVE: Flow-mediated dilation (FMD) is a complex mechanism involving several mediators, and different hemodynamic forces. Temporally distinct FMD patterns can be elicited by ischemic stimulus. Some subjects dilate early after cuff release, while others dilate later or do not dilate at all. Aim of the present research was to verify if hemorheological and hemodynamic factors might influence different FMD pattern. METHODS: 148 free-living subjects were studied. FMD was measured at 50 s, 2 min and 3 min. Blood viscosity was measured and shear stress calculated. Shear stress stimulus was quantified as the area under the curve after ischemia (SSAUC) over the first 40-s post-occlusion. RESULTS: Based on the timing or absence of arterial dilation, 82 subjects were classified as Early dilators, 37 as Late dilators and 29 as No dilators. Peak FMD was 7.9 ± 4.3 % in Early dilators, and 9.1 ± 5.7 in Late dilators (p = NS). SSAUC was not significantly different among three groups, while blood viscosity was significantly higher in Late FMD subjects. Regression analyses showed the independent predictive role of age and blood viscosity on FMD patterns, and the lack of any association between FMD pattern and the magnitude of SS."
25428728,"OBJECTIVE: Neutrophils can synthesize leukotriene B4 (LTB4) by activating the 5-lipoxygenase (5-LO)signaling pathway. LTB4 is a pro-inflammatory mediator associated with the etiology and progression of atherosclerosis. It can increase function and number of neutrophils in an autocrine manner. Since hypercholesterolemia is associated with an increase in the number and function of neutrophils, we hypothesized that this effect could be mediated through increased production of LTB4 in neutrophils. RESULTS: Hypercholesterolemia was modeled in Wistar rats by feeding them with a high cholesterol diet. The induction of hypercholesterolemia caused an increase in the plasma levels of LTB4, following lipopolysaccharide stimulation. This effect was recapitulated in vitro, both in the presence and absence of stimulation with the activator of 5-LO, A23187. Neutrophils in hypercholesterolemia rats expressed similar total levels of 5-LO as control rats, but displayed increased nuclear localization of 5-LO, as well as elevated levels of phosphorylated 5-LO and ERK1/2. In vitro, MβCD/cholesterol complexes enriched cholesterol in neutrophils, resulted in similar changes in 5-LO/LTB4. In addition, these alterations could be inhibited with the ERK inhibitor PD98059."
25451397,"BACKGROUND: The purpose of this study was to address the affects of mood modifying drugs on the transcriptome, in a tissue culture model, using qPCR arrays as a cost effective approach to identifying regulatory networks and pathways that might coordinate the cell response to a specific drug. METHODS: We addressed the gene expression profile of 90 plus genes associated with human mood disorders using the StellARray™ qPCR gene expression system in the human derived SH-SY5Y neuroblastoma cell line. RESULTS: Global Pattern Recognition (GPR) analysis identified a total of 9 genes (DRD3(⁎), FOS(†), JUN(⁎), GAD1(⁎†), NRG1(⁎), PAFAH1B3(⁎), PER3(⁎), RELN(⁎) and RGS4(⁎)) to be significantly regulated in response to cellular challenge with the mood stabilisers sodium valproate ((⁎)) and lithium ((†)). Modulation of FOS and JUN highlights the importance of the activator protein 1 (AP-1) transcription factor pathway in the cell response. Enrichment analysis of transcriptional networks relating to this gene set also identified the transcription factor neuron restrictive silencing factor (NRSF) and the oestrogen receptor as an important regulatory mechanism."
25439779,"OBJECTIVE: Skeletal myoblasts fuse to form functional syncytial myotubes as an integral part of the skeletal muscle. During this differentiation process, expression of proteins for mechanical and electrical integration is seized, which is a major drawback for the application of skeletal myoblasts in cardiac regenerative cell therapy, because global heart function depends on intercellular communication. METHODS: Mechanically preconditioned engineered tissue constructs containing neonatal mouse skeletal myoblasts were transplanted epicardially. A Y-chromosomal specific polymerase chain reaction (PCR) was undertaken up to 10 weeks after transplantation to confirm the presence of grafted cells. Histologic and electrophysiologic analyses were carried out 1 week after transplantation. RESULTS: Cells within the grafted construct expressed connexin 43 at the interface to the host myocardium, indicating electrical coupling, confirmed by sharp electrode recordings. Analyses of the maximum stimulation frequency (5.65 ± 0.37 Hz), conduction velocity (0.087 ± 0.011 m/s) and sensitivity for pharmacologic conduction block (0.736 ± 0.080 mM 1-heptanol) revealed effective electrophysiologic coupling between graft and host cells, although significantly less robust than in native myocardial tissue (maximum stimulation frequency, 11.616 ± 0.238 Hz, P < .001; conduction velocity, 0.300 ± 0.057 m/s, P < .01; conduction block, 1.983 ± 0.077 mM 1-heptanol, P < .001)."
25437821,"BACKGROUND: Helminth-derived molecules are being identified as a new therapeutic approach for immune-mediated diseases. We investigated the anti-inflammatory effect and the immunological mechanisms of Schistosoma mansoni soluble egg antigens (SmSEA) in a mouse model of chronic colitis. METHODS: Colitis was induced in immunocompromised severe combined immunodeficiency mice by the adoptive transfer of CD4CD25CD62L T cells. Two weeks post-transfer, SmSEA treatments were started (study 1: 1 × 20 μg SmSEA per week 5 times; study 2: 2 × 20 μg SmSEA per week 3 times). From the start of the treatment (week 2), the clinical outcome and colonic inflammation were assessed at different time points by a clinical disease score and colonoscopy, respectively. At the end of the studies, the colons were harvested for macroscopic examination, and colonic lamina propria mononuclear cells were isolated for flow cytometric T-cell characterization. RESULTS: In both studies, administration of SmSEA in colitis mice improved all the inflammatory parameters studied. However in study 1, this beneficial effect on inflammation diminished with time, and the T-cell characterization of the lamina propria mononuclear cells, performed at week 6, revealed no immunological effects of the SmSEA treatment. In study 2, mice were killed earlier (week 4) and at that time point, we found a significant downregulation of the number of interleukin-17A-producing T cells and a significant upregulation of the number of interleukin-4-producing T cells in the colon of the SmSEA-treated colitis mice."
25450014,"BACKGROUND: The etiology of reduced left ventricular (LV) ejection fraction after exercise, without obstructive coronary artery disease or other established causes, is unclear. The aims of this study were to determine whether patients undergoing treadmill stress echocardiography with this abnormal LV contractile response to exercise (LVCRE) without established causes have resting LV long-axis dysfunction or microvascular dysfunction and to determine associations with this abnormal LVCRE. METHODS: Of 5,275 consecutive patients undergoing treadmill stress echocardiography, 1,134 underwent cardiac computed tomography angiography or invasive angiography. Having excluded patients with obstructive coronary artery disease, hypertensive response, submaximal heart rate response, resting LV ejection fraction < 50%, and valvular disease, 110 with ""abnormal LVCRE"" and 212 with ""normal LVCRE"" were analyzed. Resting mitral annular velocities were measured to assess LV long-axis function. Myocardial blush grade and corrected Thrombolysis In Myocardial Infarction frame count were determined angiographically to assess microvascular function. RESULTS: Comparing normal LVCRE with abnormal LVCRE, age (mean, 59.7 ± 11.1 vs 61.4 ± 10.0 years), hypertension (53% vs 55%), diabetes (16% vs 20%), and body mass index (mean, 29.1 ± 5.4 vs 29.5 ± 6.4 kg/m(2)) were similar (P > .05). Abnormal LVCRE had reduced resting LV long-axis function with lower septal (mean, 6.1 ± 1.9 vs 7.7 ± 2.2 cm/sec) and lateral (mean, 8.1 ± 2.9 vs 10.4 ± 3.0 cm/sec) e' velocities (P < .001) and larger resting left atrial volumes (mean, 37.3 ± 10.1 vs 31.1 ± 7.2 mL/m(2), P < .001). On multivariate analysis, female gender (odds ratio [OR], 1.21; 95% confidence interval [CI], 1.15-1.99; P < .001), exaggerated chronotropic response (OR, 1.49; 95% CI, 1.09-2.05; P < .001), resting left atrial volume (OR, 2.38; 95% CI, 1.63-3.47; P < .001), and resting lateral e' velocity (OR, 1.70; 95% CI, 1.22-2.49; P = .003) were associated with abnormal LVCRE, but not myocardial blush grade or corrected Thrombolysis In Myocardial Infarction frame count."
25441747,"OBJECTIVE: The objective of this study was to examine the associations between objective measures of sleep duration and sleep efficiency with the grades obtained by healthy typically developing children in math, language, science, and art while controlling for the potential confounding effects of socioeconomic status (SES), age, and gender. METHODS: We studied healthy typically developing children between 7 and 11 years of age. Sleep was assessed for five week nights using actigraphy, and parents provided their child's most recent report card. RESULTS: Higher sleep efficiency (but not sleep duration) was associated with better grades in math, English language, and French as a second language, above and beyond the contributions of age, gender, and SES."
25440027,"BACKGROUND: Improper mechanical ventilation can exacerbate acute lung damage, causing a secondary ventilator-induced lung injury (VILI). We hypothesized that VILI can be reduced by modifying specific components of the ventilation waveform (mechanical breath), and we studied the impact of airway pressure release ventilation (APRV) and controlled mandatory ventilation (CMV) on the lung micro-anatomy (alveoli and conducting airways). The distribution of gas during inspiration and expiration and the strain generated during mechanical ventilation in the micro-anatomy (micro-strain) were calculated. METHODS: Rats were anesthetized, surgically prepared, and randomized into 1 uninjured control group (n = 2) and 4 groups with lung injury: APRV 75% (n = 2), time at expiration (TLow) set to terminate appropriately at 75% of peak expiratory flow rate (PEFR); APRV 10% (n = 2), TLow set to terminate inappropriately at 10% of PEFR; CMV with PEEP 5 cm H2O (PEEP 5; n = 2); or PEEP 16 cm H2O (PEEP 16; n = 2). Lung injury was induced in the experimental groups by Tween lavage and ventilated with their respective settings. Lungs were fixed at peak inspiration and end expiration for standard histology. Conducting airway and alveolar air space areas were quantified and conducting airway micro-strain was calculated. RESULTS: All lung injury groups redistributed inspired gas away from alveoli into the conducting airways. The APRV 75% minimized gas redistribution and micro-strain in the conducting airways and provided the alveolar air space occupancy most similar to control at both inspiration and expiration."
25452923,OBJECTIVE: To prevent accidental ingestion of implant hex dive. METHODS: Dental floss which is used to stabilize the hex drive is tied to the operator's finger ring to overcome sudden aspiration of fallen instrument. RESULTS: It showed excellent grip of the instrument during stage two uncover time and also saved operators time.
25428574,"OBJECTIVE: A study was undertaken to identify the responsible gene defect underlying late onset spinal motor neuronopathy (LOSMoN/SMAJ; Online Mendelian Inheritance in Man #615048), an autosomal dominant disease mapped to chromosome 22q11.2. METHODS: The previous genetic linkage approach by microsatellite haplotyping was continued in new families. A whole genome sequencing was performed to find all possibly pathogenic mutations in the linked area. The detected variations were verified by Sanger sequencing. RESULTS: Six new SMAJ families were identified based on the unique founder haplotype. A critical recombination in 1 family restricted the linked area to 727kb between markers SHGC-106816 and D22S345. In whole genome sequencing a previously unknown mutation c.197G>T p.G66V in CHCHD10 was identified. The mutation was shown to segregate with the disease in 55 patients from 17 families."
25429227,"OBJECTIVE: In emergency cases, finger stick testing is primarily used to check the blood glucose value of patients since it takes longer to obtain the venous value. In critical patients, under conditions that cause an increase in metabolic state and level of stress, there occurs considerable difference in glucose levels between capillary and venous measurements. This study aimed to investigate the comparability of capillary and venous glucose values, according to the perfusion index level obtained with the Masimo Radical-7(®) device, in critical patients aged 18 years and over. METHODS: We conducted this prospective and observational study in the emergency department of the Eskisehir Osmangazi University hospital between November 3, 2008 and February 2, 2009. RESULTS: The blood glucose of 300 critical patients was checked by finger stick in the emergency unit. The participants with normal vital signs had perfusion index between 0 and 5; the results obtained by the two methods were more consistent for perfusion index values of 6 and over. The results were most consistent in aged participants with normal vital sign findings and low perfusion index and in young patients with high perfusion index. In the cases where at least one of the vital signs was abnormal, the glucose values obtained by the two methods were more consistent when the perfusion index was 6 or over. In this group, independently from the perfusion index value, the consistency was higher in younger patients compared with aged patients."
25428431,"BACKGROUND: Hordeum vulgare L. (HV or barley) is used by traditional healers to treat various inflammatory and cardiovascular diseases, without the knowledge of pharmacologic rationale behind its actions. This study was designed to explore the potential scientific mechanism(s) that could explain the use of Hordeum vulgare in traditional medicine as a treatment for various inflammatory and cardiovascular diseases. METHODS: A crude extract and its three fractions were prepared from HV and screened for the inhibition of platelet aggregation and various metabolites of cyclooxygenase (COX), lipoxygenase (LOX) pathways of arachidonic acid (AA) metabolism as well as for its effects on certain antioxidant enzymes. Platelet aggregation was monitored using turbidometric principle, AA metabolism through radioimmunoassay and antioxidant enzymes by commercial kits using spectrophotometer. RESULTS: Results show that HV exhibited activities against all human platelet agonists used except adenine diphosphate, and inhibited both COX and LOX pathways of AA metabolism. It also elevated the activities of superoxide dismutase (SOD) and glutathione peroxidase (GPx). However, these activities were distributed in various fractions of HV. Aqueous fraction was most potent in elevating SOD activity; chloroform fraction had concentrated compounds responsible for COX inhibition while n-hexane seems to possess compounds responsible for LOX inhibition as well as the only fraction enhancing the activity of GPx."
25432365,"OBJECTIVE: To investigate the eff ect of intestinal trefoil factor (ITF) on the transcriptional activity of ITF promoter and to explore the regulatory mechanism of Janus kinase/signal transducers and activators of transcription (JAK/STAT) on ITF promoter. METHODS: The 5' flanking sequence of the ITF gene was cloned from human whole blood genomic DNA by PCR. ITF promoter fragment was cloned and inserted into the pGL3-Basic vector to construct recombinant vector. ITF promoter vector was stimulated with ITF at various concentrations and the luciferase activity was measured. The JAK-STAT3 signal transduction pathway was then blocked by a specific inhibitor AG490 to determine the signal pathway involved in ITF promoter activity. RESULTS: Restriction endonuclease analysis and DNA sequencing confirmed that the recombinant plasmid, containing ITF promoter, was constructed successfully. After transient transfection, the activity of ITF promoter was increased significantly in the presence of ITF (P<0.05). Blockage of the JAK-STAT3 signal transduction pathway with AG490 significantly reduced the ITF promoter activity (P<0.05)."
25432081,"OBJECTIVE: To evaluate pazopanib eye drops in subjects with active subfoveal choroidal neovascularization (CNV) secondary to age-related macular degeneration (AMD). METHODS: Multicountry, randomized, parallel-group, double-masked, active and placebo-controlled, dose-ranging study of eye drops. METHODS: A total of 510 subjects (93% white; 58% female; mean age, 75.3 years) whose AMD was previously managed by anti-vascular endothelial growth factor intravitreal injections. METHODS: Treatments administered for 52 weeks included placebo eye drops instilled 4 times daily (n=73); pazopanib 5 mg/ml instilled 3 (n=72) or 4 times daily (n=74); pazopanib 10 mg/ml instilled 2 (n=73), 3 (n=73), or 4 times daily (n=72); or ranibizumab injection administered once every 4 weeks (n=73). In addition, for all eye drop treatment groups, open-label ranibizumab was administered as needed. METHODS: The main outcome measures were best-corrected visual acuity (BCVA) and injection frequency assessed at week 52. Safety was assessed every 4 weeks and pazopanib plasma concentrations were determined at weeks 4 and 24. RESULTS: At week 52, pazopanib, with allowance for as-needed ranibizumab injections, was noninferior to monthly ranibizumab as well as to as-needed ranibizumab administered with placebo eye drops in maintaining BCVA (estimated BCVA gains of 0.3-1.8 vs. 1.4 vs. 0.2 letters, respectively). Pazopanib treatment did not reduce as-needed ranibizumab injections by ≥50% (prespecified efficacy criterion). At week 52, there were no clinically meaningful changes from baseline in retinal thickness or morphology, CNV size, or lesion characteristics on optical coherence tomography or fluorescein angiography. Complement factor H genotype had no effect on the responses to pazopanib and/or ranibizumab (BCVA, injection rate, or optical coherence tomography/fluorescein angiography changes). Steady-state concentrations of pazopanib in plasma seemed to be reached by week 4. The most common ocular adverse events related to pazopanib and ranibizumab were application site pain (3%) and injection site hemorrhage (1%), respectively. No treatment-related serious adverse events were reported."
25432085,"BACKGROUND: Recent epidemiological evidence suggests that modifying lifestyle by increasing physical activity could be a non-pharmacological approach to improving symptoms and slowing disease progression in Alzheimer's disease and other tauopathies. Previous studies have shown that exercise reduces tau hyperphosphorylation, however, it is not known whether exercise reduces the accumulation of soluble or insoluble tau aggregates and neurofibrillary tangles, which are both neuropathological hallmarks of neurodegenerative tauopathy. In this study, 7-month old P301S tau transgenic mice were subjected to 12-weeks of forced treadmill exercise and evaluated for effects on motor function and tau pathology at 10 months of age. RESULTS: Exercise improved general locomotor and exploratory activity and resulted in significant reductions in full-length and hyperphosphorylated tau in the spinal cord and hippocampus as well as a reduction in sarkosyl-insoluble AT8-tau in the spinal cord. Exercise did not attenuate significant neuron loss in the hippocampus or cortex. Key proteins involved in autophagy-microtubule-associated protein 1A/1B light chain 3 and p62/sequestosome 1 -were also measured to assess whether autophagy is implicated in the exercised-induced reduction of aggregated tau protein. There were no significant effects of forced treadmill exercise on autophagy protein levels in P301S mice."
