pubid,question,answer,rank,cosine_similarity
25430589,Does tetraploid complementation prove pluripotency of induced pluripotent stem cells derived from adipose tissue?,yes,17,0.601892
25430589,Does tetraploid complementation prove pluripotency of induced pluripotent stem cells derived from adipose tissue?,yes,18,0.599471
25430589,Does tetraploid complementation prove pluripotency of induced pluripotent stem cells derived from adipose tissue?,yes,19,0.598855
25430589,Does tetraploid complementation prove pluripotency of induced pluripotent stem cells derived from adipose tissue?,yes,20,0.598753
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,1,0.817113
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,2,0.797029
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,3,0.786553
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,4,0.764006
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,5,0.760303
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,6,0.754948
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,7,0.753316
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,8,0.752413
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,9,0.751911
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,10,0.747159
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,11,0.742745
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,12,0.737711
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,13,0.736530
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,14,0.736520
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,15,0.729776
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,16,0.726397
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,17,0.721031
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,18,0.721031
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,19,0.718831
25441600,Does implementation of the acute care surgery model provide benefits in the surgical treatment of the acute appendicitis?,yes,20,0.715137
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,1,0.735323
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,2,0.735222
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,3,0.719179
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,4,0.709194
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,5,0.681944
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,6,0.677537
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,7,0.674303
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,8,0.660507
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,9,0.650512
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,10,0.648714
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,11,0.633529
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,12,0.631208
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,13,0.618356
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,14,0.613964
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,15,0.607192
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,16,0.598209
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,17,0.596383
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,18,0.595906
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,19,0.591143
25431044,Is radiofrequency ablation plus devascularization the preferred treatment of hepatocellular carcinoma with esophageal varices?,yes,20,0.580771
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,1,0.860903
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,2,0.836551
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,3,0.807672
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,4,0.802138
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,5,0.794355
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,6,0.789027
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,7,0.785399
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,8,0.779991
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,9,0.772170
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,10,0.757079
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,11,0.746626
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,12,0.733559
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,13,0.727094
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,14,0.713728
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,15,0.712732
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,16,0.711629
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,17,0.702867
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,18,0.699672
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,19,0.696643
25440451,Do youth walking and biking rates vary by environments around 5 Louisiana schools?,yes,20,0.682653
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,1,0.897956
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,2,0.891405
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,3,0.841317
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,4,0.831326
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,5,0.830280
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,6,0.777543
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,7,0.764190
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,8,0.757191
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,9,0.749257
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,10,0.749241
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,11,0.748094
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,12,0.721678
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,13,0.720855
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,14,0.715809
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,15,0.701163
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,16,0.700900
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,17,0.689634
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,18,0.689634
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,19,0.674325
25429176,Does blockade of Central Angiotensin II AT1 Receptor protect the Brain from Ischemia/Reperfusion Injury in Normotensive Rats?,yes,20,0.656192
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,1,0.737948
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,2,0.729710
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,3,0.729162
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,4,0.728459
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,5,0.727316
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,6,0.717083
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,7,0.708035
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,8,0.697272
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,9,0.687450
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,10,0.679463
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,11,0.677661
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,12,0.677575
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,13,0.665674
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,14,0.663399
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,15,0.658652
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,16,0.649525
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,17,0.644130
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,18,0.643926
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,19,0.642763
25444158,Does syngap1 haploinsufficiency damage a postnatal critical period of pyramidal cell structural maturation linked to cortical circuit assembly?,yes,20,0.642763
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,1,0.942561
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,2,0.940958
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,3,0.922544
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,4,0.918176
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,5,0.905729
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,6,0.893697
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,7,0.889374
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,8,0.886931
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,9,0.874494
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,10,0.865870
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,11,0.853195
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,12,0.852309
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,13,0.835091
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,14,0.828968
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,15,0.828968
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,16,0.823029
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,17,0.817037
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,18,0.814453
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,19,0.781447
25425421,Is pentraxin 3 reduced in bipolar disorder?,yes,20,0.754534
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,1,0.913836
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,2,0.832970
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,3,0.819760
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,4,0.816460
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,5,0.816460
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,6,0.814031
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,7,0.776196
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,8,0.769979
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,9,0.763860
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,10,0.757484
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,11,0.753017
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,12,0.740390
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,13,0.739289
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,14,0.730523
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,15,0.729208
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,16,0.727896
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,17,0.724187
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,18,0.719972
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,19,0.716961
25447577,Does a whole blood-based perfusate provide superior preservation of myocardial function during ex vivo heart perfusion?,yes,20,0.713777
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,1,0.630343
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,2,0.618474
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,3,0.617306
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,4,0.589723
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,5,0.585283
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,6,0.571828
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,7,0.569208
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,8,0.537576
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,9,0.521894
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,10,0.515736
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,11,0.505065
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,12,0.502294
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,13,0.500952
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,14,0.499636
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,15,0.495824
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,16,0.490298
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,17,0.488583
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,18,0.485099
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,19,0.484450
25429902,Is elevated immune monitoring early after cardiac transplantation associated with increased plaque progression by intravascular ultrasound?,yes,20,0.483513
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,1,0.759334
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,2,0.733318
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,3,0.725345
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,4,0.708597
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,5,0.695011
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,6,0.694999
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,7,0.692100
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,8,0.681935
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,9,0.659378
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,10,0.627612
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,11,0.612280
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,12,0.599956
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,13,0.594760
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,14,0.594741
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,15,0.592718
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,16,0.591392
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,17,0.589414
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,18,0.588361
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,19,0.585383
25427406,Are successional changes in the chicken cecal microbiome during 42 days of growth independent of organic acid feed additives?,yes,20,0.579021
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,1,0.859755
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,2,0.833866
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,3,0.796078
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,4,0.795466
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,5,0.791750
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,6,0.755233
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,7,0.752739
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,8,0.705188
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,9,0.674671
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,10,0.667276
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,11,0.663200
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,12,0.662984
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,13,0.661803
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,14,0.661029
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,15,0.660482
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,16,0.641893
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,17,0.637661
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,18,0.625124
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,19,0.622105
25436452,Does resveratrol enhance palmitate-induced ER stress and apoptosis in cancer cells?,yes,20,0.609913
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,1,0.824697
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,2,0.819729
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,3,0.762559
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,4,0.727504
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,5,0.717727
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,6,0.716168
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,7,0.714706
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,8,0.709791
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,9,0.708961
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,10,0.707148
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,11,0.699532
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,12,0.695802
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,13,0.695075
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,14,0.691039
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,15,0.689101
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,16,0.688725
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,17,0.683763
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,18,0.680219
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,19,0.677431
25443276,Is cDK1 and CDK2 activity a strong predictor of renal cell carcinoma recurrence?,yes,20,0.676904
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,1,0.909869
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,2,0.900045
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,3,0.883245
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,4,0.877062
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,5,0.839926
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,6,0.831777
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,7,0.818563
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,8,0.818049
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,9,0.817131
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,10,0.815283
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,11,0.804518
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,12,0.802347
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,13,0.800649
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,14,0.793559
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,15,0.793501
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,16,0.793116
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,17,0.782663
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,18,0.771857
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,19,0.765725
25425302,Is torsion of the optic nerve head a prominent feature of normal-tension glaucoma?,yes,20,0.763828
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,1,0.706763
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,2,0.691588
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,3,0.657394
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,4,0.656946
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,5,0.654791
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,6,0.632396
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,7,0.621307
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,8,0.614083
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,9,0.607751
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,10,0.596132
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,11,0.593693
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,12,0.586930
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,13,0.585039
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,14,0.573304
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,15,0.567691
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,16,0.566788
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,17,0.563743
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,18,0.561177
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,19,0.556656
25433284,Is unrecognized arteriosclerosis associated with wound complications after below-knee amputation?,yes,20,0.555904
25433282,Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,yes,1,0.832225
25433282,Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,yes,2,0.785819
