pubid,question,answer,rank,cosine_similarity,inferred
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,6,0.703163,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,7,0.686824,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,8,0.637842,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,9,0.630204,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,10,0.597451,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,11,0.595922,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,12,0.595631,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,13,0.580671,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,14,0.575209,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,15,0.570935,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,16,0.565592,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,17,0.560787,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,18,0.548196,true
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,19,0.547345,false
25428574,Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?,yes,20,0.546576,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,1,0.912002,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,2,0.910000,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,3,0.813258,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,4,0.796256,false
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,5,0.793749,false
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,6,0.793749,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,7,0.792601,false
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,8,0.787973,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,9,0.787517,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,10,0.759245,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,11,0.755604,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,12,0.752701,false
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,13,0.729174,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,14,0.720984,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,15,0.704683,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,16,0.700773,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,17,0.694722,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,18,0.690588,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,19,0.688574,true
25429227,Does low perfusion index affect the difference in glucose level between capillary and venous blood?,yes,20,0.688520,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,1,0.862907,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,2,0.804632,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,3,0.795178,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,4,0.790392,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,5,0.767652,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,6,0.765879,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,7,0.748272,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,8,0.745053,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,9,0.733633,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,10,0.733094,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,11,0.714825,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,12,0.710982,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,13,0.707946,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,14,0.704997,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,15,0.687076,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,16,0.685683,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,17,0.663751,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,18,0.660202,true
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,19,0.654500,false
25428431,Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?,yes,20,0.653845,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,1,0.655678,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,2,0.640612,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,3,0.568250,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,4,0.550157,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,5,0.545051,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,6,0.541124,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,7,0.529613,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,8,0.523315,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,9,0.507627,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,10,0.503888,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,11,0.493005,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,12,0.492535,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,13,0.488619,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,14,0.484089,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,15,0.480228,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,16,0.471523,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,17,0.468911,true
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,18,0.468232,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,19,0.468232,false
25432365,Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?,yes,20,0.463309,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,1,0.782424,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,2,0.778029,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,3,0.701080,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,4,0.668120,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,5,0.668120,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,6,0.656615,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,7,0.645685,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,8,0.645255,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,9,0.642727,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,10,0.633079,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,11,0.627272,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,12,0.621331,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,13,0.620332,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,14,0.617904,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,15,0.601007,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,16,0.589735,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,17,0.586577,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,18,0.586577,true
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,19,0.585694,false
25432081,Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?,yes,20,0.582019,true
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,1,0.901971,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,2,0.900575,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,3,0.857111,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,4,0.848239,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,5,0.844692,true
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,6,0.822999,true
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,7,0.820557,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,8,0.804775,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,9,0.804260,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,10,0.803734,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,11,0.803009,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,12,0.796903,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,13,0.795748,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,14,0.791576,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,15,0.790508,true
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,16,0.789373,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,17,0.785655,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,18,0.783926,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,19,0.779420,false
25432085,Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?,yes,20,0.767630,false
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,1,0.829485,false
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,2,0.824434,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,3,0.822162,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,4,0.787390,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,5,0.776225,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,6,0.772376,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,7,0.764012,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,8,0.759722,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,9,0.745001,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,10,0.732764,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,11,0.732106,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,12,0.731968,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,13,0.731303,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,14,0.730123,false
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,15,0.729142,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,16,0.712691,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,17,0.707033,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,18,0.690950,false
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,19,0.682102,true
25452725,Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?,yes,20,0.680857,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,1,0.766543,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,2,0.743929,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,3,0.734076,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,4,0.678129,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,5,0.666784,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,6,0.663588,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,7,0.657451,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,8,0.654809,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,9,0.639759,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,10,0.638274,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,11,0.634311,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,12,0.632097,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,13,0.628766,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,14,0.615138,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,15,0.615059,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,16,0.613034,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,17,0.601976,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,18,0.601777,false
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,19,0.601777,true
25431267,Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?,yes,20,0.599215,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,1,0.738383,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,2,0.592603,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,3,0.581557,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,4,0.579760,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,5,0.560313,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,6,0.558781,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,7,0.543503,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,8,0.540028,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,9,0.522842,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,10,0.520857,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,11,0.519690,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,12,0.503578,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,13,0.484838,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,14,0.475509,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,15,0.473872,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,16,0.472823,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,17,0.472372,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,18,0.469018,false
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,19,0.468707,true
25431265,Are guanine quadruplexes formed by specific regions of human transposable elements?,yes,20,0.463565,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,1,0.724674,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,2,0.620937,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,3,0.607749,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,4,0.601859,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,5,0.586972,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,6,0.543969,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,7,0.527316,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,8,0.523003,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,9,0.521281,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,10,0.520962,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,11,0.517499,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,12,0.513839,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,13,0.509452,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,14,0.508325,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,15,0.503775,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,16,0.495423,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,17,0.494336,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,18,0.492510,false
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,19,0.491924,true
25443876,"Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?",yes,20,0.489987,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,1,0.952435,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,2,0.921021,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,3,0.897418,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,4,0.890616,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,5,0.879277,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,6,0.878827,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,7,0.876576,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,8,0.865609,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,9,0.863849,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,10,0.857670,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,11,0.847817,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,12,0.833304,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,13,0.832616,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,14,0.818873,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,15,0.812129,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,16,0.807858,true
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,17,0.807471,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,18,0.806466,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,19,0.806396,false
25443870,Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?,yes,20,0.802368,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,1,0.876595,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,2,0.786503,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,3,0.781005,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,4,0.766930,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,5,0.751521,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,6,0.742103,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,7,0.741345,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,8,0.737981,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,9,0.730561,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,10,0.716791,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,11,0.714221,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,12,0.710988,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,13,0.708412,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,14,0.682613,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,15,0.673871,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,16,0.668468,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,17,0.666586,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,18,0.664487,true
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,19,0.661981,false
25441702,Does a systematic review identify valid comorbidity indices derived from administrative health data?,yes,20,0.652137,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,1,0.875129,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,2,0.837243,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,3,0.802871,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,4,0.789214,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,5,0.782780,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,6,0.752696,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,7,0.751072,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,8,0.750997,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,9,0.744580,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,10,0.731945,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,11,0.706041,true
