paragraph_id,proposition_id,quad_index,triple_similarity,qa_similarity
1262,19597,2,0.705801,0.578847
1263,19603,1,0.875364,0.749224
1263,19601,1,0.899476,0.888321
1263,19601,2,0.895816,0.895816
1263,19601,3,0.902500,0.859754
1263,19602,1,0.944767,0.883472
1263,19602,2,0.872362,0.769764
1263,19602,3,0.550213,0.478627
1263,19604,1,0.991507,0.902712
1263,19606,1,0.968421,0.695999
1263,19609,1,0.783597,0.469429
1263,19609,2,0.703752,0.402650
1263,19609,3,0.778992,0.797287
1263,19607,1,0.785157,0.702033
1263,19607,2,0.673366,0.660293
1263,19607,3,0.307317,0.254167
1263,19605,1,0.922287,0.644111
1263,19605,2,0.779568,0.718490
1263,19611,1,0.735508,0.751296
1263,19608,1,0.822745,0.519434
1263,19608,2,0.736580,0.798226
1263,19608,3,0.746566,0.798226
1263,19608,4,0.754416,0.775261
1263,19608,5,0.374606,0.378829
1263,19608,6,0.928907,0.713543
1263,19615,1,0.954151,0.865775
1263,19610,1,0.692935,0.644002
1263,19610,2,0.541553,0.235195
1263,19610,3,0.332900,0.407949
1263,19610,4,0.536029,0.340709
1263,19610,5,0.604975,0.558852
1263,19614,1,0.928384,0.779253
1263,19614,2,0.763520,0.789069
1263,19617,1,1.000000,0.952684
1263,19612,1,0.901377,0.880921
1263,19612,2,0.843793,0.880921
1263,19612,3,0.765733,0.864112
1263,19612,4,0.756942,0.808758
1263,19612,5,0.694546,0.594540
1264,19619,1,0.848753,0.808890
1263,19618,1,1.000000,0.868872
1263,19618,2,0.540629,0.565678
1263,19618,3,0.578935,0.547528
1263,19613,1,0.918148,0.887071
1263,19613,2,0.778353,0.882852
1263,19613,3,0.916232,0.869268
1263,19613,4,0.794056,0.748502
1263,19613,5,0.122479,0.069830
1264,19620,1,0.791670,0.686970
1264,19620,2,0.685705,0.623801
1264,19621,1,0.585234,0.175711
1264,19621,2,0.935695,0.838594
1264,19621,3,0.764365,0.709208
1264,19624,1,0.716989,0.598122
1264,19622,1,0.637434,0.341809
1264,19622,2,0.656278,0.542651
1264,19622,3,0.762225,0.271909
1264,19626,1,1.000000,0.842739
1264,19627,1,0.942380,0.684613
1264,19623,1,1.000000,0.953261
1264,19623,2,0.425510,0.295530
1264,19623,3,0.926629,0.899779
1264,19623,4,0.679423,0.699190
1264,19628,1,0.907053,0.762991
1264,19625,1,0.757929,0.813256
1264,19630,1,0.821136,0.346669
1264,19630,2,0.715511,0.698015
1263,19616,1,0.567191,0.464821
1263,19616,2,0.724075,0.703872
1263,19616,3,0.700914,0.663888
1263,19616,4,0.555496,0.450305
1264,19629,1,0.474122,0.362820
1264,19629,2,0.818358,0.564813
1264,19629,3,0.827515,0.756252
1264,19631,1,0.676623,0.741092
1264,19631,2,0.880555,0.794938
1264,19631,3,0.767526,0.590793
1265,19632,1,0.890655,0.879103
1265,19632,2,0.822874,0.805095
1265,19632,3,0.723824,0.617342
1265,19636,1,1.000000,0.857274
1265,19633,1,0.868203,0.816013
1265,19633,2,0.657888,0.582896
1265,19633,3,0.624365,0.561205
1265,19640,1,0.867357,0.801254
1265,19640,2,0.838673,0.777669
1265,19640,3,0.812052,0.490088
1265,19635,1,0.936327,0.740391
1265,19635,2,0.597166,0.605021
1265,19635,3,0.806997,0.784731
1265,19638,1,0.837719,0.802627
1265,19638,2,0.796921,0.497660
1265,19638,3,0.603925,0.949907
1265,19637,1,0.912997,0.428124
1265,19637,2,0.916802,0.780050
1265,19637,3,0.850590,0.728750
1265,19634,1,1.000000,0.869348
1265,19634,2,0.867961,0.726177
1265,19634,3,0.869167,0.786675
1265,19634,4,0.869167,0.697527
1265,19639,1,0.813264,0.790943
1265,19639,2,0.789205,0.497180
1265,19639,3,0.609801,0.557024
1265,19641,1,0.919191,0.929154
1265,19644,1,0.909228,0.920593
1265,19644,2,0.973454,0.932897
1265,19646,1,0.828996,0.861833
1265,19642,1,0.728730,0.639514
1265,19642,2,0.710320,0.762418
1265,19642,3,0.756962,0.744723
1265,19643,1,0.718318,0.617590
1265,19643,2,0.779138,0.754732
1265,19643,3,0.832104,0.779764
1265,19647,1,0.841609,0.864812
1265,19645,1,0.850336,0.768713
1265,19645,2,0.870861,0.826101
1265,19645,3,0.825539,0.696604
1266,19650,1,1.000000,0.861375
1266,19651,1,0.917403,0.719023
1266,19652,1,0.907741,0.806904
1266,19652,2,0.830541,0.885005
1266,19652,3,0.901056,0.823211
1265,19649,1,0.658394,0.490842
1265,19649,2,0.869556,0.806488
1265,19649,3,0.737714,0.741302
1265,19648,1,0.836840,0.735929
1265,19648,2,0.883455,0.882951
1265,19648,3,0.883229,0.896813
1265,19648,4,0.862228,0.831921
1266,19654,1,1.000000,0.574976
1266,19653,1,0.930219,0.801209
1266,19653,2,0.825604,0.792216
1266,19656,1,1.000000,0.725558
1266,19657,1,0.637944,0.554285
1266,19657,2,0.786525,0.541820
1266,19657,3,0.481540,0.292501
1266,19661,1,0.813666,0.449200
1266,19659,1,0.572003,0.421646
1266,19659,2,0.535774,0.463480
1266,19659,3,0.862174,0.784794
1266,19659,4,0.617697,0.573907
1266,19660,1,0.720415,0.621099
1266,19660,2,0.693076,0.616828
1266,19660,3,0.616960,0.579679
1266,19658,1,0.861239,0.572389
1266,19658,2,0.940421,0.863686
1266,19658,3,0.518339,0.395601
1267,19665,1,0.967320,0.824491
1266,19662,1,0.913975,0.816031
1266,19662,2,0.917722,0.870192
1266,19662,3,0.866931,0.798057
1266,19663,1,0.659948,0.500109
1266,19663,2,0.655794,0.626426
1266,19663,3,0.674940,0.453636
1266,19655,1,0.728177,0.684577
1266,19655,2,0.769438,0.622301
1266,19655,3,0.787317,0.645861
1266,19655,4,0.607651,0.550750
1266,19655,5,0.785032,0.734539
1266,19655,6,0.648120,0.669931
1266,19655,7,0.515283,0.278338
1266,19655,8,0.514260,0.250479
1267,19664,1,0.967909,0.905950
1267,19666,1,1.000000,0.833203
1267,19667,1,0.957062,0.905902
1267,19669,1,0.875238,0.822772
1267,19669,2,0.958306,0.838485
1267,19669,3,0.851094,0.803763
1267,19672,1,0.822399,0.845994
1267,19672,2,0.644300,0.568665
1267,19672,3,0.555114,0.511518
1267,19671,1,0.674578,0.356438
1267,19671,2,0.958613,0.822581
1267,19671,3,0.790701,0.759138
1267,19668,1,1.000000,0.889110
1267,19673,1,0.813504,0.765115
1267,19673,2,0.802562,0.682807
1267,19673,3,0.649863,0.619243
1267,19676,1,0.890307,0.829347
1267,19676,2,0.877389,0.834558
1267,19676,3,0.924953,0.876085
1267,19675,1,0.883752,0.765578
1267,19675,2,0.886192,0.788958
1267,19675,3,0.942210,0.809172
1267,19674,1,0.821514,0.766499
1267,19674,2,0.728018,0.761530
1267,19674,3,0.415990,0.598684
1267,19674,4,0.366241,0.438253
1267,19670,1,0.370806,0.346032
1267,19670,2,0.459478,0.303206
1267,19670,3,0.858515,0.779695
1267,19670,4,0.680691,0.680659
1267,19680,1,1.000000,0.689678
1267,19677,1,0.916843,0.795497
1267,19677,2,0.921402,0.780098
1267,19677,3,0.955693,0.845320
1267,19681,1,1.000000,0.864411
1267,19678,1,0.915422,0.811766
1267,19678,2,0.904199,0.761301
1267,19678,3,0.949795,0.824486
1267,19685,1,0.904855,0.805288
1267,19685,2,0.878361,0.779445
1267,19682,1,0.909312,0.841940
1267,19682,2,0.689251,0.701990
1267,19682,3,0.648524,0.747632
1267,19683,1,0.982967,0.879675
1267,19683,2,0.808524,0.571032
1267,19683,3,0.232897,0.181948
1267,19683,4,0.749492,0.801063
1267,19684,1,0.983577,0.946940
1267,19684,2,0.820764,0.521994
1267,19684,3,0.240428,0.178391
1267,19684,4,0.676151,0.681841
1267,19679,1,0.931983,0.747663
1267,19679,2,0.920922,0.741257
1267,19679,3,0.955863,0.863323
1267,19679,4,0.931983,0.747663
1267,19679,5,0.920922,0.741257
1267,19679,6,0.955863,0.876207
1267,19686,1,0.825050,0.754821
1267,19686,2,0.867585,0.850936
1267,19686,3,0.858200,0.683162
1267,19686,4,0.835887,0.802457
1267,19688,1,0.802202,0.558392
1267,19688,2,0.934843,0.454427
1267,19689,1,0.734147,0.693657
1267,19689,2,0.753557,0.874095
1267,19689,3,0.742429,0.683901
1267,19687,1,0.666185,0.645876
1267,19687,2,0.584367,0.560132
1267,19687,3,0.624845,0.739926
1267,19687,4,0.647550,0.813415
1267,19687,5,0.691837,0.659122
1267,19687,6,0.795601,0.867282
1268,19694,1,1.000000,0.703878
1267,19690,1,0.908310,0.917406
1267,19690,2,0.687757,0.657274
1267,19690,3,0.788679,0.749992
1267,19690,4,0.487974,0.490595
1268,19695,1,0.993874,0.870588
1267,19692,1,0.901637,0.725092
1267,19692,2,0.834458,0.791402
1267,19692,3,0.647015,0.690983
1267,19692,4,0.822978,0.623638
1268,19696,1,0.992934,0.882071
1268,19697,1,0.910952,0.827065
1268,19698,1,0.242645,0.223989
1268,19699,1,0.940501,0.838857
1268,19700,1,1.000000,0.964341
1268,19701,1,1.000000,0.837532
1268,19702,1,1.000000,0.847441
1267,19691,1,1.000000,0.917798
1267,19691,2,0.991539,0.977100
1267,19691,3,0.717856,0.674251
1267,19691,4,0.735919,0.761770
1267,19691,5,0.527133,0.666092
1268,19704,1,0.893883,0.905584
1268,19703,1,0.997283,0.557909
1268,19706,1,0.853755,0.899111
1268,19705,1,0.875997,0.907200
1268,19707,1,0.948676,0.943613
1268,19707,2,0.920450,0.742625
1268,19708,1,0.952072,0.965794
1268,19708,2,0.928918,0.785600
1268,19709,1,0.974804,0.938720
1268,19711,1,0.988853,0.624724
1268,19710,1,1.000000,0.889335
1268,19713,1,0.914977,0.717664
1268,19712,1,0.840389,0.791803
1268,19712,2,0.883122,0.799271
1269,19714,1,0.907149,0.597878
1269,19714,2,0.779864,0.842026
1269,19716,1,0.945431,0.829343
1269,19715,1,0.905436,0.898663
1269,19715,2,0.961858,0.947591
1269,19717,1,1.000000,0.786026
1268,19693,1,0.901729,0.805986
1268,19693,2,0.920132,0.805986
1269,19720,1,0.938853,0.946189
1269,19719,1,0.909373,0.752892
1269,19719,2,0.875276,0.406948
1269,19723,1,0.869939,0.973509
1269,19718,1,0.786988,0.557461
1269,19718,2,0.774936,0.747584
1269,19718,3,0.763404,0.626383
1269,19718,4,0.763213,0.707665
1269,19724,1,0.881822,0.998201
1269,19724,2,0.837850,0.460591
1269,19724,3,0.690473,0.765148
1269,19725,1,0.889531,0.879228
1269,19725,2,0.739256,0.692994
1269,19721,1,0.901608,0.882580
1269,19721,2,0.899538,0.874779
1269,19721,3,0.937142,0.885665
1269,19721,4,0.985809,0.831880
1269,19721,5,0.986804,0.898184
1269,19726,1,0.707550,0.524180
1269,19726,2,0.776517,0.686412
1269,19726,3,0.912112,0.601923
1269,19722,1,0.981082,0.956210
1269,19722,2,0.973169,0.973944
1269,19722,3,0.718383,0.759396
1270,19728,1,0.807280,0.733016
1270,19728,2,0.786385,0.783221
1270,19728,3,0.750754,0.713574
1270,19728,4,0.684511,0.505591
1270,19730,1,0.505811,0.703223
1270,19730,2,0.809420,0.735261
1270,19729,1,0.479439,0.338860
1270,19729,2,0.802142,0.418172
1270,19729,3,0.682530,0.718269
1270,19729,4,0.503601,0.524058
1270,19731,1,0.650562,0.617788
1270,19731,2,0.958036,0.654575
1270,19731,3,0.882376,0.883644
1271,19733,1,0.947818,0.833233
1271,19733,2,0.886642,0.788057
1270,19732,1,0.915299,0.516832
1270,19732,2,0.915964,0.544688
1270,19732,3,0.904593,0.814537
1270,19732,4,0.528878,0.460217
1271,19736,1,1.000000,0.699131
1271,19734,1,0.850780,0.792514
1271,19734,2,0.923492,0.620532
1271,19734,3,0.856993,0.592093
1271,19737,1,0.848911,0.581347
1271,19737,2,0.850103,0.669241
1271,19735,1,0.922670,0.867186
1271,19735,2,0.879486,0.843882
1271,19735,3,0.868921,0.849830
1270,19727,1,0.795270,0.331154
1270,19727,2,0.713992,0.610254
1270,19727,3,0.657623,0.718619
1270,19727,4,0.603715,0.612512
1270,19727,5,0.522121,0.473629
1270,19727,6,0.631981,0.495246
1271,19741,1,0.794098,0.717719
1271,19738,1,0.951632,0.753260
1271,19738,2,0.839292,0.560122
1271,19738,3,0.551231,0.417010
1271,19740,1,0.708542,0.601328
1271,19740,2,0.830684,0.890118
1271,19740,3,0.817757,0.818894
1271,19740,4,0.776239,0.753648
1271,19740,5,0.752205,0.736176
1271,19739,1,0.947206,0.909112
1271,19739,2,0.957867,0.926408
1271,19739,3,0.835342,0.741830
1271,19739,4,0.765236,0.408542
1271,19742,1,0.994671,0.964502
1271,19745,1,0.783505,0.432580
1271,19745,2,0.785497,0.628186
1271,19745,3,0.836098,0.780027
1271,19744,1,0.678627,0.393344
1271,19744,2,0.920553,0.880853
1271,19744,3,0.795387,0.729679
1271,19746,1,1.000000,0.873723
1271,19747,1,1.000000,0.932388
1271,19748,1,1.000000,0.836698
1272,19750,1,1.000000,0.941807
1271,19743,1,0.899284,0.960662
1271,19743,2,0.708676,0.358615
1271,19743,3,0.487166,0.358429
1272,19752,1,0.868354,0.827868
1272,19752,2,0.995522,0.946305
1272,19752,3,0.583408,0.313562
1272,19751,1,0.910030,0.760869
1272,19751,2,0.944275,0.815272
1272,19751,3,0.600673,0.619378
1271,19749,1,0.863598,0.846890
1271,19749,2,0.895744,0.837880
1271,19749,3,0.880038,0.830732
1271,19749,4,0.271189,0.295793
1272,19757,1,0.845776,0.764281
1272,19753,1,0.847737,0.652206
1272,19753,2,0.777231,0.748295
1272,19753,3,0.552879,0.504560
1272,19758,1,0.994635,0.698918
1272,19755,1,0.985234,0.782055
1272,19755,2,0.736946,0.713275
1272,19755,3,0.779477,0.586085
1272,19755,4,0.269789,0.060074
1272,19759,1,1.000000,0.772990
1272,19760,1,0.845435,0.734064
1272,19760,2,0.845435,0.841396
1272,19760,3,0.798832,0.739184
1272,19754,1,0.574182,0.447614
1272,19754,2,0.905568,0.829423
1272,19754,3,0.871016,0.833297
1272,19756,1,0.988267,0.778403
1272,19756,2,0.730135,0.731205
1272,19756,3,0.774632,0.639619
1272,19756,4,0.109746,0.164246
1272,19756,5,0.985577,0.497007
1272,19761,1,1.000000,0.712540
1272,19762,1,0.940984,0.922336
1272,19762,2,0.916488,0.896431
1272,19762,3,0.901870,0.884099
1272,19763,1,0.947454,0.923209
1272,19763,2,0.563294,0.508146
1272,19763,3,0.511114,0.513028
1272,19765,1,0.965636,0.772487
1272,19766,1,0.851739,0.411773
1272,19766,2,0.789897,0.735308
1272,19766,3,0.712306,0.691958
1272,19764,1,0.488427,0.426112
1272,19764,2,0.963355,0.856685
1272,19764,3,0.881350,0.824854
1273,19768,1,0.909401,0.829855
1273,19768,2,0.947638,0.871953
1273,19769,1,0.868396,0.795719
1273,19769,2,0.906721,0.837135
1273,19769,3,0.764283,0.819195
1273,19769,4,0.674901,0.677039
1273,19769,5,0.607615,0.621803
1273,19771,1,0.879019,0.843209
1273,19771,2,0.874209,0.843209
1273,19772,1,0.905298,0.685746
1273,19772,2,0.711948,0.620935
1273,19772,3,0.604478,0.480069
1273,19770,1,0.767059,0.806400
1273,19770,2,0.513986,0.319349
1273,19770,3,0.700005,0.711039
1273,19770,4,0.679518,0.686383
1273,19770,5,0.934691,0.938596
1273,19775,1,0.882097,0.725218
1273,19776,1,1.000000,0.868315
1273,19773,1,0.556612,0.555044
1273,19773,2,0.471164,0.556274
1273,19773,3,0.528934,0.607381
1273,19773,4,0.594178,0.680470
1273,19773,5,0.463136,0.543181
1273,19773,6,0.434811,0.385898
1273,19774,1,0.852447,0.650116
1273,19774,2,0.452567,0.257155
1273,19777,1,0.735080,0.645687
1273,19777,2,0.848634,0.754264
1273,19777,3,0.751751,0.601849
1273,19777,4,0.897565,0.681350
1272,19767,1,0.847555,0.813248
1272,19767,2,0.794144,0.787554
1272,19767,3,0.712818,0.713719
1272,19767,4,0.684129,0.640831
1273,19778,1,0.935464,0.894785
1273,19778,2,0.589816,0.567099
1273,19778,3,0.863354,0.783526
1273,19779,1,0.856500,0.664697
1273,19779,2,0.846832,0.807612
1273,19779,3,0.818227,0.717061
1273,19779,4,0.832008,0.664697
1273,19781,1,0.827832,0.756593
1273,19781,2,0.923136,0.659458
1273,19781,3,0.938120,0.797971
1273,19780,1,0.754036,0.829768
1273,19780,2,0.778188,0.383424
1273,19780,3,0.831887,0.727009
1273,19780,4,0.741380,0.809432
1273,19780,5,0.715499,0.809308
1273,19784,1,0.858663,0.782753
1273,19784,2,0.871295,0.818979
1273,19784,3,0.865660,0.905425
1273,19785,1,0.875638,0.877146
1273,19785,2,0.391459,0.357286
1273,19785,3,0.370155,0.370581
1273,19783,1,0.826087,0.782069
1273,19783,2,0.766266,0.717622
1273,19783,3,0.785131,0.712300
1273,19783,4,0.741867,0.736195
1273,19782,1,0.818702,0.709088
1273,19782,2,0.883907,0.760181
1273,19782,3,0.614569,0.552270
1273,19782,4,0.584541,0.522596
1273,19787,1,0.860092,0.750601
1273,19787,2,0.854449,0.801523
1273,19787,3,0.849915,0.793092
1273,19789,1,1.000000,0.846303
1273,19786,1,0.811527,0.553639
1273,19786,2,0.851652,0.748136
1273,19786,3,0.863988,0.726196
1273,19788,1,0.821722,0.520394
1273,19788,2,0.817096,0.765090
1273,19788,3,0.823167,0.756497
1273,19790,1,1.000000,0.912520
1274,19793,1,0.781470,0.741343
1274,19792,1,1.000000,0.886188
1274,19795,1,0.980357,0.850764
1274,19791,1,0.949570,0.900617
1274,19794,1,0.820186,0.647383
1274,19794,2,0.877074,0.794987
1274,19796,1,1.000000,0.777640
1274,19797,1,1.000000,0.887316
1274,19798,1,0.826362,0.612690
1274,19798,2,0.826362,0.780705
1274,19798,3,0.985641,0.875945
1275,19801,1,0.876072,0.859031
1275,19801,2,0.796212,0.767236
1275,19801,3,0.649699,0.624218
1275,19801,4,0.693320,0.632230
1275,19799,1,0.855194,0.769205
1275,19799,2,0.950816,0.808262
1275,19803,1,0.840003,0.779768
1275,19803,2,0.648636,0.816323
1275,19803,3,0.679041,0.593828
1275,19800,1,0.936916,0.832374
1275,19800,2,0.668656,0.624658
1275,19804,1,0.596718,0.596321
1275,19804,2,0.694461,0.520271
1275,19804,3,0.688066,0.521314
1275,19804,4,0.750177,0.373849
1275,19804,5,0.697650,0.685403
1275,19807,1,0.761273,0.733013
1275,19807,2,0.807679,0.733013
1275,19806,1,0.719118,0.356087
1275,19806,2,0.854675,0.742036
1275,19806,3,0.689210,0.552242
1275,19808,1,0.927663,0.826010
1275,19809,1,0.969844,0.849121
1275,19805,1,0.569175,0.606987
1275,19805,2,0.570394,0.606987
1275,19805,3,0.409916,0.351654
1275,19805,4,0.394849,0.363264
1275,19805,5,0.409916,0.351654
1275,19805,6,0.385171,0.364030
1275,19810,1,0.806710,0.666641
1275,19810,2,0.646902,0.542476
1275,19810,3,0.656304,0.524707
1276,19813,1,1.000000,0.781475
1275,19811,1,0.558073,0.638861
1275,19811,2,0.879684,0.689826
1276,19814,1,0.986339,0.904882
1275,19812,1,0.574281,0.597387
1275,19812,2,0.818057,0.505788
1275,19812,3,0.726097,0.610426
1275,19812,4,0.706975,0.650552
1276,19815,1,0.886155,0.780191
1276,19815,2,0.762653,0.724623
1276,19818,1,0.983906,0.200856
1277,19820,1,0.639034,0.606119
1276,19817,1,0.947348,0.807069
1276,19817,2,0.930127,0.910843
1276,19817,3,0.312809,0.101717
1277,19821,1,0.995876,0.836861
1276,19816,1,0.791913,0.758387
1276,19816,2,0.811123,0.715692
1276,19816,3,0.470683,0.460785
1276,19816,4,0.667201,0.655467
1277,19822,1,0.795856,0.578265
1277,19822,2,0.900852,0.484302
1277,19823,1,1.000000,0.914430
1277,19819,1,0.576564,0.176140
1277,19819,2,0.832006,0.719057
1277,19819,3,0.859331,0.727474
1277,19819,4,0.845692,0.863704
1277,19819,5,0.537238,0.543380
1278,19827,1,0.918022,0.930758
1278,19827,2,0.725131,0.850647
1278,19827,3,0.511362,0.795890
1277,19824,1,0.690653,0.588924
1277,19824,2,0.747672,0.714466
1277,19824,3,0.719082,0.694395
1277,19826,1,0.945343,0.781391
1277,19826,2,0.852805,0.679463
1277,19826,3,0.723218,0.591809
1277,19826,4,0.598820,0.526983
1278,19830,1,0.557088,0.370633
1277,19825,1,0.943757,0.640793
1277,19825,2,0.927687,0.766943
1277,19825,3,0.812186,0.727334
1277,19825,4,0.900837,0.575477
1278,19828,1,0.757688,0.676275
1278,19828,2,0.750174,0.713560
1278,19828,3,0.667822,0.641806
1278,19832,1,0.895894,0.891209
1278,19829,1,0.797334,0.393260
1278,19829,2,0.736568,0.700309
1278,19829,3,0.684992,0.606066
1278,19829,4,0.640782,0.614934
1278,19829,5,0.546892,0.504136
1278,19831,1,0.840748,0.687842
1278,19831,2,0.745124,0.625940
1278,19831,3,0.754802,0.944982
1278,19833,1,0.399756,0.379447
1278,19833,2,0.881844,0.810732
1278,19833,3,0.572032,0.483018
1278,19834,1,0.640722,0.338717
1278,19834,2,0.721875,0.638221
1278,19834,3,0.750687,0.605011
1278,19834,4,0.543897,0.603974
1278,19834,5,0.654452,0.481622
1278,19836,1,0.376383,0.476486
1278,19836,2,0.695150,0.591639
1278,19836,3,0.717702,0.733366
1279,19838,1,0.402245,0.274239
1279,19838,2,0.787794,0.730738
1279,19838,3,0.537247,0.312583
1279,19837,1,0.751703,0.905577
1279,19837,2,0.863189,0.898372
1279,19837,3,0.790000,0.856686
1278,19835,1,0.535978,0.297303
1278,19835,2,0.574026,0.536401
1278,19835,3,0.524076,0.600009
1278,19835,4,0.686353,0.673886
1278,19835,5,0.832312,0.529813
1279,19839,1,0.855048,0.491542
1279,19839,2,0.870931,0.666595
1279,19841,1,0.966160,0.909934
1279,19840,1,0.918100,0.482551
1279,19840,2,0.790993,0.482551
1279,19840,3,0.901341,0.510994
1279,19844,1,1.000000,0.725889
1279,19842,1,0.967647,0.516164
1279,19842,2,0.931190,0.897433
1279,19842,3,0.820960,0.766698
1279,19843,1,0.906716,0.653109
1279,19843,2,0.891407,0.659201
1279,19845,1,1.000000,0.790746
1279,19846,1,1.000000,0.855148
1279,19847,1,0.924992,0.831797
1279,19847,2,0.728027,0.586622
1279,19848,1,0.994205,0.963756
1279,19849,1,1.000000,0.622949
1279,19851,1,1.000000,0.941922
1279,19854,1,1.000000,0.891224
1279,19850,1,0.618395,0.550151
1279,19850,2,0.575145,0.579415
1279,19850,3,0.856578,0.783689
1279,19850,4,0.843114,0.715026
1279,19853,1,1.000000,0.936047
1279,19853,2,0.717328,0.598501
1279,19852,1,1.000000,0.972660
1279,19852,2,0.653025,0.460970
1280,19855,1,1.000000,0.811617
1280,19856,1,0.951397,0.786935
1280,19857,1,0.960983,0.934911
1280,19857,2,0.944418,0.911751
1280,19857,3,0.833266,0.774771
1280,19858,1,0.963182,0.993133
1280,19858,2,0.910476,0.778461
1280,19859,1,0.859535,0.394881
1280,19859,2,0.861907,0.484986
1280,19859,3,0.422808,0.175515
1280,19861,1,0.944562,0.868598
1280,19861,2,0.890855,0.868598
1280,19860,1,0.769196,0.871789
1280,19860,2,0.744800,0.638851
1280,19860,3,0.910392,0.741979
1281,19864,1,0.992021,0.627509
1281,19865,1,1.000000,0.331536
1280,19862,1,0.945107,0.866610
1280,19862,2,0.945061,0.926325
1280,19862,3,0.943868,0.921649
1280,19862,4,0.896462,0.853139
1280,19863,1,0.754658,0.521079
1280,19863,2,0.880777,0.807294
1280,19863,3,0.682034,0.680115
1280,19863,4,0.705586,0.622334
1281,19867,1,0.771361,0.216482
1281,19867,2,0.975361,0.681919
1281,19866,1,0.496471,0.546402
1281,19866,2,0.443471,0.564333
1281,19866,3,0.384867,0.630070
1281,19866,4,0.632851,0.482231
1281,19869,1,0.966497,0.653267
1281,19869,2,0.665252,0.527897
1281,19870,1,0.851177,0.779646
1281,19870,2,0.694647,0.566332
1281,19871,1,0.688412,0.447857
1281,19871,2,0.873985,0.734158
1281,19874,1,0.333182,0.450638
1281,19876,1,1.000000,0.865793
1281,19873,1,0.919667,0.883202
1281,19873,2,0.746339,0.732267
1281,19873,3,0.786188,0.773376
1281,19872,1,0.185129,0.000000
1281,19872,2,0.661936,0.554887
1281,19872,3,0.616335,0.324734
1281,19872,4,0.689304,0.553373
1281,19872,5,0.804788,0.666687
1281,19872,6,0.750406,0.616899
1281,19872,7,0.510888,0.476995
1281,19875,1,0.782111,0.712835
1281,19875,2,0.721107,0.607299
1281,19875,3,0.592121,0.522568
1281,19875,4,0.734647,0.621498
1281,19875,5,0.681759,0.600852
1281,19868,1,0.606029,0.678869
1281,19868,2,0.589984,0.515186
1281,19868,3,0.618774,0.604711
1281,19868,4,0.615314,0.544820
1281,19868,5,0.618774,0.604711
1281,19868,6,0.566363,0.526941
1281,19868,7,0.606667,0.595354
1281,19868,8,0.566363,0.526941
1281,19868,9,0.606667,0.595354
1281,19868,10,0.496715,0.584609
1281,19868,11,0.423536,0.447288
1281,19877,1,0.711946,0.550302
1281,19877,2,0.741910,0.510126
1281,19877,3,0.724474,0.607350
1281,19879,1,1.000000,0.353917
1281,19878,1,0.783209,0.691621
1281,19878,2,0.705532,0.596182
1281,19878,3,0.721489,0.656207
1281,19878,4,0.567488,0.582143
1281,19878,5,0.347083,0.397916
1282,19881,1,1.000000,0.961596
1282,19880,1,1.000000,0.920952
1282,19880,2,0.977122,0.875479
1282,19880,3,0.761553,0.686534
1282,19885,1,1.000000,0.895911
1282,19882,1,0.834130,0.848621
1282,19882,2,0.825014,0.853703
1282,19882,3,0.903795,0.811842
1282,19882,4,0.906480,0.770113
1282,19886,1,0.971558,0.917536
1282,19886,2,0.903924,0.909303
1282,19884,1,0.746153,0.888708
1282,19884,2,0.736293,0.729770
1282,19884,3,0.858336,0.761447
1282,19884,4,1.000000,0.888014
1282,19887,1,0.554129,0.618169
1282,19887,2,0.725306,0.646514
1282,19888,1,0.482435,0.939920
1282,19889,1,0.997547,0.988347
1282,19883,1,0.814013,0.861275
1282,19883,2,1.000000,0.929573
1282,19883,3,0.909610,0.732545
1282,19892,1,0.997473,0.974918
1282,19892,2,0.986162,0.936680
1282,19890,1,0.997791,0.985553
1282,19890,2,0.992638,0.970218
1282,19890,3,0.986104,0.946882
1282,19893,1,1.000000,0.940313
1282,19893,2,0.642983,0.567213
1282,19893,3,0.828723,0.745923
1282,19893,4,0.806699,0.734984
1282,19894,1,1.000000,0.937531
1282,19894,2,0.959699,0.943915
1282,19894,3,0.859281,0.794640
1282,19894,4,0.842381,0.827254
1282,19894,5,0.785036,0.782515
1282,19896,1,0.728762,0.661132
1282,19896,2,0.835326,0.802655
1282,19896,3,0.709601,0.413897
1282,19896,4,0.211916,0.000000
1282,19895,1,0.933771,0.886451
1282,19895,2,0.756065,0.634983
1282,19891,1,0.829392,0.780692
1282,19891,2,0.814041,0.780692
1282,19891,3,0.843947,0.744795
1282,19891,4,0.850546,0.791187
1282,19891,5,0.836813,0.869029
1283,19898,1,1.000000,0.909920
1283,19900,1,0.988701,0.820840
1283,19900,2,0.988961,0.899981
1283,19897,1,0.305552,0.368418
1283,19897,2,0.987590,0.820767
1283,19897,3,0.785606,0.712319
1283,19897,4,0.866959,0.738772
1283,19899,1,0.768124,0.724332
1283,19899,2,0.969424,0.907340
1283,19899,3,0.612908,0.637649
1283,19899,4,0.624113,0.444594
1283,19901,1,0.909475,0.848827
1283,19901,2,0.898067,0.805131
1283,19901,3,0.756079,0.654173
1283,19903,1,0.994022,0.862247
1283,19905,1,0.893451,0.740469
1283,19905,2,0.908988,0.671130
1283,19905,3,0.709202,0.619875
1283,19904,1,0.796809,0.670744
1283,19904,2,0.801034,0.707748
1283,19902,1,0.868690,0.807705
1283,19902,2,0.869614,0.792334
1283,19902,3,0.478725,0.451945
1283,19902,4,0.524355,0.603497
